polygon_id	measurement_date	type	user_reference	recording_givid	mhq_cycle
ANTKAS0501	19970	3130_na	ANTKAS0501_3130n_24	IV2024102115573343	2
ANTKAS0501	19970	3160	ANTKAS0501_3160_24	IV2024102115490522	2
LIMHAS0165	19971	3130_aom	LIMHAS0165_3130a_24	IV2024102916211971	2
LIMHAS0165	19971	3130_na	LIMHAS0165_3130n_24	IV2024102916145910	2
LIMHAS0462	19971	3130_aom	LIMHAS0462_3130a_24	IV2024102916273348	2
LIMHAS0462	19971	3130_na	LIMHAS0462_3130n_24	IV2024102916363975	2
LIMMGR0376	19972	3160	LIMMGR0376_3160_24	IV2024103007214333	2
LIMBOC0019	19975	3130_na	LIMBOC0019_3130n_24	IV2024103007275411	2
LIMBOC0019	19975	3140	LIMBOC0019_3140_24	IV2024103007363138	2
LIMZNH0516	19976	3130_aom	LIMZNH0516_3130a_24	IV2024103011243475	2
LIMZNH0516	19976	3130_na	LIMZNH0516_3130n_24	IV2024103011443885	2
LIMZNH0516	19976	3140	LIMZNH0516_3140_24	IV2024103011385514	2
LIMZNH0576	19976	3130_aom	LIMZNH0576_3130a_24	IV2024103007510788	2
LIMZNH0576	19976	3130_na	LIMZNH0576_3130n_24	IV2024103007415234	2
ANTBCT0275	19977	3160	ANTBCT0275_3160_24	IV2024103011501464	2
LIMDPB0311	19978	3150	LIMDPB0311_3150_24	IV2024103013174404	2
LIMDPB0315	19978	3150	LIMDPB0315_3150_24	IV2024103013230064	2
OVLBVN0462	19978	3140	OVLBVN0462_3140_24	IV2024120317531856	2
OVLBVN0465	19978	3140	OVLBVN0465_3140_24	IV2024120509470854	2
LIMZNH0318	19979	3130_aom	LIMZNH0318_3130a_24	IV2024103013483911	2
LIMZNH0318	19979	3160	LIMZNH0318_3160_24	IV2024103013531318	2
LIMLOM0067	19982	3130_aom	LIMLOM0067_3130a_24	IV2024103109505276	2
LIMLOM0067	19982	3130_na	LIMLOM0067_3130n_24	IV2024103109575023	2
ANTBCT0019	19985	3160	ANTBCT0019w_3160_24	IV2024103111323262	2
ANTKAL0384	19986	3160	ANTKAL0384_3160_24	IV2024103111373637	2
LIMLUM0210	19990	3150	LIMLUM0210_3150_24	IV2024103113162816	2
ANTMOL0068	19991	3130_aom	ANTMOL0068_3130a_24	IV2024103113260929	2
ANTMOL0068	19991	3140	ANTMOL0068_3140_24	IV2024103113221143	2
LIMKIN0231	19992	3140	LIMKIN0231_3140_24	IV2024103113472220	2
LIMKIN0231	19992	3150	LIMKIN0231_3150_24	IV2024103113440448	2
ANTMRK0228	19999	3130_na	ANTMRK0228_3130n_24	IV2024110408093124	2
ANTMRK0228	19999	3140	ANTMRK0228_3140_24	IV2024110408043212	2
ANTMRK0228	19999	3150	ANTMRK0228_3150_24	IV2024110408002650	2
OVLBLE0280	20265	3150	OVLBLE0280_3150_25	IV2025110711042001	2
OVLBLE0077	20279	3150	OVLBLE0077_GH_25	IV2025111412072618	2
LIMHHE0002	20286	3110	LIMHHE0002_3110_25	IV2025111209383424	2
VBRSZI0277	20286	3150	VBRSZI0277_3150_25	IV2025111211504838	2
ANTARE0286	20287	3150	ANTARE0286_3150_25	IV2025111215491883	2
LIMHHE0001	20294	3160	LIMHHE0001_3160_25	IV2025111812091433	2
LIMHHE0375	20294	3160	LIMHHE0375_3160_25	IV2025111715534228	2
WVLDEP0070	20297	2190_a	WVLDEP0070_2190a_25	IV2025111314551659	2
WVLDEP0075	20297	2190_a	WVLDEP0075_2190a_25	IV2025111711322010	2
WVLNWP0028	20297	2190_a	WVLNWP0028_2190a_25	IV2025111711513512	2
WVLNWP0032	20304	2190_a	WVLNWP0032_2190a_25	IV2025111414450976	2
WVLZED0215	20304	3130_aom	WVLZED0215_GH_25	IV2025111415225705	2
ANTANT0297	20305	3140	ANTANT0297_3140_25	IV2025111810293270	2
ANTANT0297	20305	3150	ANTANT0297_3150_25	IV2025111810132931	2
WVLBRD0077	20307	2190_a	WVLBRD0077_2190a_25	IV2025111314203598	2
WVLBRU1212	20307	3150	WVLBRU1212_GH_25	IV2025111315501585	2
WVLDEH0220	20307	2190_a	WVLDEH0220_2190a_25	IV2025111411130413	2
OVLGNT021	20308	3130_na	OVLGNT0211_GH_25	IV2025111812332793	2
ANTBCT0508	20314	3160	ANTBCT0508_3160_25	IV2025111715372928	2
LIMGNK0066	20319	3130_aom	LIMGNK0066_3130a_25	IV2025111210432950	2
LIMGNK0066	20319	3130_na	LIMGNK0066_3130n_25	IV2025111210023950	2
LIMGNK0066	20319	3150	LIMGNK0066_3150_25	IV2025111210583774	2
WVLKNO0058	20328	2190_a	WVLKNO0058_2190a_25	IV2025111313494984	2
WVLKNO0126	20328	2190_a	WVLKNO0126_GH_25	IV2025111411450542	2
ANTMAL0136	20332	3130_na	ANTMAL0136_3130n_25	IV2025111215042442	2
OVLALT0344	20350	3130_aom	OVLALT0344_3130a_25	IV2025111712201229	2
OVLALT0344	20350	3130_na	OVLALT0344_3130n_25	IV2025111710465158	2
