fieldwork_team	point_code	type	measurement_date	db_ref	user_reference	recording_givid
inbo	13732946_1	45	18080	13732946	13732946	square: IV2020031613411839; circle: IV2020031614045534
inbo	3160082_1	55	18080	3160082	3160082	square: IV2020031719185827; circle: IV2020031719424607
inbo	6923026_2	55	18080	6923026	6923026	square: IV2020031814183054; circle: IV2020031814463025
inbo	10317874_1	55	18081	10317874	10317874	circle: IV2020032310140080; square: IV2020032310162222
inbo	1531602_1	50	18081	1531602	1531602	circle: IV2020032311340008; square: IV2020032311450360
inbo	1631954_1	50	18081	1631954	1631954	circle: IV2020032311123998; square: IV2020032311244871
inbo	1713874_1	50	18081	1713874	1713874	circle: IV2020032310590850; square: IV2020032311013628
inbo	1799154_2	52	18081	1799154	1799154	square: IV2020031719500185; circle: IV2020031720210794
inbo	2270930_2	82	18081	2270930	2270930	square: IV2020030914144636; circle: IV2020030915461539
inbo	11394098_1	55	18082	11394098	11394098	circle: IV2020032308205723; square: IV2020032310004475
inbo	2500918_2	80	18082	2500918	2500918	circle: IV2020021416312620; square: IV2020021416372690
inbo	4370774_2	80	18082	4370774	4370774	circle: IV2020021915563894; square: IV2020021916032116
inbo	10840262_1	55	18085	10840262	10840262	circle: IV2020032117163034; square: IV2020032117454182
inbo	11466886_1	55	18085	11466886	11466886	circle: IV2020032010333167; square: IV2020032010352445
inbo	1425286_1	55	18085	1425286	1425286	circle: IV2020032013483546; square: IV2020032014100838
inbo	1593478_2	50	18085	1593478	1593478	circle: IV2020032011314056; square: IV2020032011534393
inbo	2016390_1	51	18085	2016390	2016390	circle: IV2020032014241414; square: IV2020032015024795
inbo	3968934_1	51	18085	3968934	3968934	circle: IV2020032009020456; square: IV2020032009182854
inbo	6645958_1	55	18085	6645958	6645958	circle: IV2020032020060844; square: IV2020032020085241
inbo	4059478_1	51	18086	4059478	4059478	circle: IV2020031916470295; square: IV2020031917075475
inbo	4178198_2	51	18086	4178198	4178198	circle: IV2020031917423145; square: IV2020031917483592
inbo	4465750_2	51	18086	4465750	4465750	circle: IV2020031920061657; square: IV2020031920153021
inbo	7874902_1	55	18086	7874902	7874902	circle: IV2020031913230651; square: IV2020031913514631
inbo	1508278_1	52	18087	1508278	1508278	square: IV2020031911190774; circle: IV2020031911322474
inbo	1660114_2	52	18087	1660114	1660114	square: IV2020031909490502; circle: IV2020031909571819
inbo	1676498_2	52	18087	1676498	1676498	square: IV2020031819314141; circle: IV2020031819350053
inbo	1742034_2	52	18087	1742034	1742034	square: IV2020031819524559; circle: IV2020031819561395
inbo	3821746_2	53	18089	3821746	3821746	square: IV2020031815490992; circle: IV2020031815565608
inbo	12229422_1	55	18109	12229422	12229422	circle: IV2020021413575834; square: IV2020021414132240
inbo	2136622_1	82	18109	2136622	2136622	circle: IV2020021212123304; square: IV2020021215272236
inbo	7929558_1	55	18134	7929558	7929558	circle: IV2020021413283257; square: IV2020021413533466
inbo	22_1	15	18183	10082997	10082997_2130_hd	circle: IV2020041014344316; square: IV2020041014580548
inbo	36_1	15	18183	10160821	10160821_2130_hd	circle: IV2020041015003402; square: IV2020041015045733
inbo	63_1	12	18184	10342193	10342193_2120	circle: IV2020031623314554; square: IV2020031623341355
inbo	54_1	15	18185	10288565	10288565_2130_HD	circle: IV2020032507195059; square: IV2020032507272116
inbo	73_1	12	18185	10419637	10419637_2120	circle: IV2020031721391174; square: IV2020031721445054
inbo	8_2	15	18185	1015221	1015221_2130_hd	circle: IV2020041015331970; square: IV2020041015454515
inbo	81_1	15	18185	10547637	10547637_2130_hd	circle: IV2020041015191572; square: IV2020041015251468
inbo	1_1	15	18186	103425	103425_2130_hd	circle: IV2020032407405828; square: IV2020032407591177
inbo	2143233_2	10	18186	2143233	2143233_1330_hpr	circle: IV2020041113414042; square: IV2020041115424322
inbo	33_1	15	18186	10157493	10157493_2130_hd	circle: IV2020032407075640; square: IV2020032407141512
inbo	38_2	15	18186	10184117	10184117_2130_HD	circle: IV2020032506172393; square: IV2020032506350318
inbo	4_2	12	18186	1009077	1009077_2120	circle: IV2020031719500282; square: IV2020031719541234
inbo	60_1	12	18186	10323381	10323381_2120	circle: IV2020031721263370; square: IV2020031721311008
inbo	75_2	12	18186	10462645	10462645_2120	circle: IV2020031721123005; square: IV2020031721133100
inbo	21_2	15	18187	10082417	10082417_2130_hd	circle: IV2020032606295641; square: IV2020032606512028
inbo	55_1	12	18187	10291313	10291313_2120	circle: IV2020031719305514; square: IV2020031719352910
inbo	83_1	12	18187	10606705	10606705_2120	circle: IV2020031718404748; square: IV2020031718454661
inbo	84_1	15	18187	10642869	10642869_2130_hd	circle: IV2020041015550279; square: IV2020041016164636
inbo	88_2	12	18187	10672241	10672241_2120	circle: IV2020031718111730; square: IV2020031718194416
inbo	27_2	12	18190	10129201	10129201_2120	circle: IV2020031623083891; square: IV2020031623145130
inbo	37_1	15	18191	10172209	10172209_2130_hd	circle: IV2020033015060990; square: IV2020040609463603
inbo	67_2	14	18191	10381105	10381105_2130_had	circle: IV2020032507573897; square: IV2020032508043894
inbo	93_1	14	18191	10839857	10839857_2130_had	circle: IV2020032507445260; square: IV2020032507521080
inbo	17_1	12	18192	10038833	10038833_2120	circle: IV2020031619445734; square: IV2020031620082049
inbo	20_2	12	18192	10071601	10071601_2120	circle: IV2020031619030019; square: IV2020031619093265
inbo	25_1	15	18192	10104625	10104625_2130_hd	circle: IV2020040718225855; square: IV2020040718364614
inbo	34_2	15	18192	10157873	10157873_2130_hd	circle: IV2020040609581482; square: IV2020040610071733
inbo	57_1	12	18192	10300977	10300977_2120	circle: IV2020031606440525; square: IV2020031607083552
inbo	61_1	12	18192	10333745	10333745_2120	circle: IV2020031007173720; square: IV2020031007315831
inbo	70_1	12	18192	10399281	10399281_2120	circle: IV2020031607155535; square: IV2020031607261542
inbo	14_2	12	18193	10010417	10010417_2120	circle: IV2020031622542410; square: IV2020031622591285
inbo	18_1	15	18193	10057905_2130_hd	10057905_2130_hd	circle: IV2020040610425244; square: IV2020040710495029
inbo	46_1	15	18193	10221745	10221745_2130_hd	circle: IV2020041012063369; square: IV2020041012121406
inbo	48_1	15	18193	10235441	10235441_2130_hd	circle: IV2020040610220027; square: IV2020040610284725
inbo	49_1	12	18193	10239793	10239793_2120	circle: IV2020031621012941; square: IV2020031621034487
inbo	90_1	15	18193	10778801	10778801_2130_hd	circle: IV2020032508102596; square: IV2020032508164234
inbo	18_3	12	18194	10057905_2120	10057905_2120	circle: IV2020031620255092; square: IV2020031620313711
inbo	43_1	15	18194	10213553	10213553_2130_hd	circle: IV2020040710584322; square: IV2020040711103110
inbo	52_1	15	18194	10266801	10266801_2130_hd	circle: IV2020032508252645; square: IV2020032508304942
inbo	6_1	15	18194	1013937_2130_hd	1013937_2130_hd	circle: IV2020041011500716; square: IV2020041011550603
inbo	6_2	12	18194	1013937_2120	1013937_2120	circle: IV2020031620141069; square: IV2020031620214528
inbo	11_2	12	18197	1047861	1047861_2120	circle: IV2020032311244376; square: IV2020032311330161
inbo	23_2	15	18197	10102837	10102837_2130_hd	circle: IV2020032606534681; square: IV2020032607052215
inbo	32_1	15	18197	10157365	10157365_2130_hd	circle: IV2020033014401027; square: IV2020033015003401
inbo	65_2	12	18197	10353973	10353973_2120	circle: IV2020032310484895; square: IV2020032310554905
inbo	78_2	12	18197	10517813	10517813_2120	circle: IV2020032307593888; square: IV2020032308041552
inbo	1498805_2	10	18198	1498805	1498805_1330_hpr	circle: IV2020041112405710; square: IV2020041112490749
inbo	1594037_1	10	18198	1594037	1594037_1330_hpr	circle: IV2020041112571226; square: IV2020041113092546
inbo	2239241_1	10	18198	2239241	2239241_1330_hpr	circle: IV2020041110291283; square: IV2020041110473755
inbo	2364085_2	10	18198	2364085	2364085_1330_hpr	circle: IV2020041113212633; square: IV2020041113340690
inbo	12_2	12	18200	1053873	1053873_2120	circle: IV2020031522020707; square: IV2020031522110295
inbo	2333697_2	10	18200	2333697	2333697_1330_hpr	circle: IV2020041115493559; square: IV2020041116082534
inbo	29_2	12	18200	10138801	10138801_2120	circle: IV2020031522375705; square: IV2020031522385208
inbo	47_2	12	18200	10233009	10233009_2120	circle: IV2020031522224643; square: IV2020031522270466
inbo	58_2	15	18200	10314929	10314929	circle: IV2020041012244148; square: IV2020041012315171
inbo	68_2	12	18200	10392753	10392753_2120	circle: IV2020031521403397; square: IV2020031521461005
inbo	28_2	12	18204	10130609	10130609_2120	circle: IV2020031521030647; square: IV2020031521074867
inbo	3_2	12	18204	103601	103601_2120	circle: IV2020031521153338; square: IV2020031521211018
inbo	74_2	12	18204	10458289	10458289_2120	circle: IV2020031519301833; square: IV2020031519312449
inbo	86_1	12	18204	10654897	10654897_2120	circle: IV2020031413234346; square: IV2020031416051174
inbo	9_2	12	18204	1021105_2120	1021105_2120	circle: IV2020031520475153; square: IV2020031520570307
inbo	2056822_2	82	18214	2056822	2056822	circle: IV2020021210415831; square: IV2020021211170625
inbo	2130550_2	82	18214	2130550	2130550	circle: IV2020021211314188; square: IV2020021211431471
inbo	2318966_1	82	18214	2318966	2318966	circle: IV2020020718203772; square: IV2020021210331572
inbo	20657_1	15	18429	wz_10	wz_10	circle: IV2021011112005621; square: IV2021011112113548
inbo	1375541_1	23	18444	1375541	1375541	circle: IV2021011114133629; square: IV2021011114203839
inbo	326965_3	22	18444	326965	326965	circle: IV2021011113353756; square: IV2021011113420517
inbo	121525_2	12	18445	121525	121525	circle: IV2021011211410717; square: IV2021011211462831
inbo	3026229_2	23	18445	3026229	3026229	circle: IV2021011210111773; square: IV2021011210164709
inbo	388405_1	17	18445	388405	388405	circle: IV2021011122432466; square: IV2021011122484812
inbo	912693_1	22	18445	zw_02	zw_02	circle: IV2021011121021872; square: IV2021011122264803
inbo	23221_2	15	18446	23221	23221	circle: IV2021011211541635; square: IV2021011211591816
inbo	3168949_1	23	18446	3168949	3168949	circle: IV2021011213305234; square: IV2021011213354985
inbo	32053_2	17	18449	32053	32053	circle: IV2021011216211239; square: IV2021011216244401
inbo	556341_1	17	18449	556341	556341	circle: IV2021011213483112; square: IV2021011213510362
inbo	425269_1	12	18450	425269	425269	circle: IV2021011309125223; square: IV2021011309183055
inbo	192305_1	17	18451	ty_01	ty_01	circle: IV2021011309484294; square: IV2021011309504788
inbo	3141425_1	15	18451	3141425	3141425	circle: IV2021011309283422; square: IV2021011309304029
inbo	3796785_1	22	18451	3796785	3796785	circle: IV2021011310273149; square: IV2021011310410273
inbo	143797_1	12	18452	143797	143797	circle: IV2021011312123392; square: IV2021011312154589
inbo	196021_1	12	18452	196021	196021	circle: IV2021011313511379; square: IV2021011314105671
inbo	2080902_1	50	18452	2080902	2080902	circle: IV2020092113420530; square: IV2020092116020052
inbo	2645158_2	80	18452	2645158	2645158	circle: IV2020092113020783; square: IV2020092113240774
inbo	3192390_2	80	18452	3192390	3192390	circle: IV2020092110495236; square: IV2020092111163246
inbo	61877_2	12	18452	61877	61877	circle: IV2021011311172856; square: IV2021011311205751
inbo	64949_2	17	18452	64949	64949	circle: IV2021011312210575; square: IV2021011312254296
inbo	2161_1	15	18453	2161	2161	circle: IV2021011320130918; square: IV2021011320162379
inbo	51313_1	12	18453	51313	51313	circle: IV2021011317421312; square: IV2021011317445965
inbo	67697_1	17	18453	67697	67697	circle: IV2021011317581609; square: IV2021011318514943
inbo	3534133_2	23	18454	zw_08	zw_08	circle: IV2021011321100760; square: IV2021011321124506
inbo	110705_1	12	18457	110705	110705	circle: IV2021011321424591; square: IV2021011321462517
inbo	120945_1	12	18457	120945	120945	circle: IV2021011321285193; square: IV2021011321315520
inbo	192625_1	12	18457	192625	192625	circle: IV2021011321523331; square: IV2021011321561657
inbo	64949_1	17	18457	bd_13	bd_13	circle: IV2021011409405597; square: IV2021011409434206
inbo	110385_1	17	18458	110385	110385	circle: IV2021011409540831; square: IV2021011411424030
inbo	1371953_1	23	18458	1371953	1371953	circle: IV2021011411563611; square: IV2021011412380930
inbo	1421105_1	22	18458	1421105	1421105	circle: IV2021011414082974; square: IV2021011414113050
inbo	1826514_1	50	18458	1826514	1826514	circle: IV2020121514561916; square: IV2020121615412279
inbo	1945393_1	22	18458	1945393	1945393	circle: IV2021011415163965; square: IV2021011415190633
inbo	2420529_1	22	18458	2420529	2420529	circle: IV2021011413392661; square: IV2021011413414322
inbo	1040561_1	14	18459	ca_11	ca_11	circle: IV2021011420521383; square: IV2021011420541030
inbo	3358866_2	80	18459	3358866	3358866	circle: IV2020122311450566; square: IV2020122313070514
inbo	385201_2	14	18459	385201	385201	circle: IV2021011417560923; square: IV2021011417592603
inbo	57521_1	14	18459	ca_13	ca_13	circle: IV2021011421011981; square: IV2021011421031696
inbo	581809_1	14	18459	ca_10	ca_10	circle: IV2021011415473427; square: IV2021011415502665
inbo	843953_1	14	18459	ca_09	ca_09	circle: IV2021011421115160; square: IV2021011421142186
inbo	975025_1	14	18459	975025	975025	circle: IV2021011421243074; square: IV2021011421263811
inbo	188593_1	14	18460	ca_08	ca_08	circle: IV2021011509552820; square: IV2021011509585608
inbo	319665_1	14	18460	ca_01	ca_01	circle: IV2021011510212832; square: IV2021011510232253
inbo	4837553_1	14	18460	4837553	4837553	circle: IV2021011510375168; square: IV2021011510412835
inbo	811185_2	14	18460	811185	811185	circle: IV2021011421460959; square: IV2021011421474427
inbo	913585_2	14	18460	913585	913585	circle: IV2021011511362765; square: IV2021011511382024
inbo	966833_2	14	18460	966833	966833	circle: IV2021011511481135; square: IV2021011511501803
inbo	111985_1	12	18463	111985	111985	circle: IV2021011513522454; square: IV2021011513563616
inbo	2057585_1	15	18463	2057585	2057585	circle: IV2021011511574673; square: IV2021011511595068
inbo	380529_2	15	18463	380529	380529	circle: IV2021011512105237; square: IV2021011512133850
inbo	91505_1	15	18463	91505	91505	circle: IV2021011513410504; square: IV2021011513425087
inbo	1793746_1	50	18465	1793746	1793746	circle: IV2020122112472941; square: IV2020122113221711
inbo	2016242_1	50	18465	2016242	2016242	circle: IV2020122114152043; square: IV2020122115035050
inbo	2088658_1	50	18465	2088658	2088658	circle: IV2020122115555943; square: IV2020122116072342
inbo	3025009_1	23	18465	dh_16	dh_16	circle: IV2021011514502944; square: IV2021011514530901
inbo	338033_1	14	18465	dh_06	dh_06	circle: IV2021011516500457; square: IV2021011516515867
inbo	2156242_1	50	18466	2156242	2156242	circle: IV2020122119041715; square: IV2020122119081874
inbo	228977_2	17	18466	228977	228977	circle: IV2021011523012885; square: IV2021011523051835
inbo	2541138_1	80	18466	2541138	2541138	circle: IV2021010409200790; square: IV2021010409345523
inbo	2598774_2	80	18466	2598774	2598774	circle: IV2021010411284004; square: IV2021010411395735
inbo	2767798_1	80	18466	2767798	2767798	circle: IV2021010409565410; square: IV2021010411002516
inbo	3101622_1	80	18466	3101622	3101622	circle: IV2020122414161850; square: IV2020122414485077
inbo	3202998_2	80	18466	3202998	3202998	circle: IV2020122314500625; square: IV2020122315501560
inbo	453425_1	17	18466	sl_01	sl_01	circle: IV2021011522302763; square: IV2021011522332571
inbo	2163698_1	52	18467	2163698	2163698	circle: IV2020122119483530; square: IV2020122120080835
inbo	2192370_1	52	18467	2192370	2192370	circle: IV2020122215401630; square: IV2020122215523497
inbo	174897_1	12	18471	174897	174897	circle: IV2021011914214175; square: IV2021011914253938
inbo	259889_1	15	18471	ij_02	ij_02	circle: IV2021012509415504; square: IV2021012509434584
inbo	371505_1	12	18471	371505	371505	circle: IV2021011911345110; square: IV2021011911441348
inbo	143153_1	15	18472	143153	143153	circle: IV2021012513463321; square: IV2021012513551835
inbo	2780977_2	18	18472	2780977	2780977	circle: IV2021020122084267; square: IV2021020122134201
inbo	3043121_2	15	18472	3043121	3043121	circle: IV2021020122244119; square: IV2021020122272226
inbo	180017_1	15	18473	180017	180017	circle: IV2021021220084770; square: IV2021021220114269
inbo	3403569_1	15	18473	3403569	3403569	circle: IV2021021616114876; square: IV2021021616150916
inbo	3587889_2	15	18473	3587889	3587889	circle: IV2021021615585106; square: IV2021021616014407
inbo	3665713_1	17	18473	3665713	3665713	circle: IV2021021219501413; square: IV2021021219574997
inbo	782129_1	15	18473	782129	782129	circle: IV2021020209383152; square: IV2021020209412979
inbo	2441398_2	52	18474	2441398	2441398	circle: IV2020122217382627; square: IV2020122219451167
inbo	1448238_1	50	18480	1448238	1448238	circle: IV2020092312070259; square: IV2020092312173451
inbo	2070830_1	50	18480	2070830	2070830	circle: IV2020092311165970; square: IV2020092311350272
inbo	3492617_2	10	18481	3492617	3492617	circle: IV2021012522102067; square: IV2021012522205817
inbo	175921_1	15	18487	ty_20	TY_20	circle: IV2021012814295639; square: IV2021012814304459
inbo	175921_2	23	18487	175921	175921	circle: IV2021012815152551; square: IV2021012815174568
inbo	3600177_1	22	18487	3600177	3600177	circle: IV2021012814205997; square: IV2021012814220819
inbo	4255537_1	15	18487	4255537	4255537	circle: IV2021012814405758; square: IV2021012814423067
inbo	5959473_1	22	18487	5959473	5959473	circle: IV2021012811583289; square: IV2021012812153975
inbo	61233_1	15	18487	61233	61233	circle: IV2021012810575822; square: IV2021012811225646
inbo	2027313_1	13	18491	2027313	2027313	circle: IV2021030415412295; square: IV2021030415431720
inbo	4386609_1	18	18491	4386609	4386609	circle: IV2021030414321464; square: IV2021030414365081
inbo	61233_2	15	18491	ty_18	TY_18	circle: IV2021030415195566; square: IV2021030415234918
inbo	978737_2	18	18491	978737	978737	circle: IV2021030415543138; square: IV2021030415574137
inbo	1653761_1	10	18492	1653761	1653761	circle: IV2021012613043268; square: IV2021012613144954
inbo	2595841_2	10	18492	2595841	2595841	circle: IV2021012608515707; square: IV2021012609023284
inbo	3054593_1	10	18492	3054593	3054593	circle: IV2021012612145091; square: IV2021012612551785
inbo	3062785_2	10	18492	3062785	3062785	circle: IV2021012609092697; square: IV2021012609151092
inbo	137393_1	17	18493	137393	137393_2160	circle: IV2020120210211261; square: IV2020120211422533
inbo	2809525_1	10	18495	2809525	2809525	circle: IV2021012613231236; square: IV2021012613275915
inbo	3010229_2	10	18495	3010229	3010229	circle: IV2021012614500583; square: IV2021012614592328
inbo	3359797_1	10	18495	3359797	3359797	circle: IV2021012613403631; square: IV2021012614050473
inbo	358577_1	12	18495	358577	358577	circle: IV2021030414004295; square: IV2021030414080835
inbo	3963057_1	22	18495	3963057	3963057	circle: IV2021012116471966; square: IV2021012116502705
inbo	1710001_1	17	18498	1710001	1710001	circle: IV2021020816225981; square: IV2021020816253345
inbo	2178865_1	17	18498	2178865	2178865	circle: IV2021020910155441; square: IV2021020910185430
inbo	2390193_1	15	18498	2390193	2390193	circle: IV2021020816370382; square: IV2021020816390743
inbo	3807153_1	12	18498	3807153	3807153_2120	circle: IV2020120213531385; square: IV2020120213552765
inbo	661425_1	12	18498	661425	661425_2120	circle: IV2020120211582747; square: IV2020120212133830
inbo	1532081_1	10	18500	1532081	1532081	circle: IV2021012615095338; square: IV2021012615132923
inbo	1545393_1	18	18501	wn_20	WN_20	circle: IV2021020318044186; square: IV2021020318085555
inbo	2593969_1	22	18501	2593969	2593969	circle: IV2021020812015021; square: IV2021020812040795
inbo	3642545_1	18	18501	3642545	3642545	circle: IV2021020812481017; square: IV2021020812520105
inbo	38065_1	17	18501	wn_25	WN_25	circle: IV2021020312441990; square: IV2021020313074317
inbo	5297_2	12	18501	5297	5297_2120	circle: IV2020120213594183; square: IV2020120214062624
inbo	70833_1	17	18501	wn_29	WN_29	circle: IV2021020813375412; square: IV2021020813433421
inbo	795825_1	18	18501	wn_27	WN_27	circle: IV2021020315180623; square: IV2021020315325351
inbo	1700533_1	10	18502	1700533	1700533	circle: IV2021012615291966; square: IV2021012615342454
inbo	2993589_1	10	18502	2993589	2993589	circle: IV2021012619242972; square: IV2021012619312392
inbo	3026357_2	10	18502	3026357	3026357	circle: IV2021012615172403; square: IV2021012615264290
inbo	3046837_1	10	18502	3046837	3046837	circle: IV2021012615400469; square: IV2021012615442489
inbo	3432449_2	10	18502	3432449	3432449	circle: IV2021012619414085; square: IV2021012619472519
inbo	1298609_1	19	18506	1298609	1298609	circle: IV2021020911184688; square: IV2021020911210746
inbo	3637_1	15	18506	3637	3637	circle: IV2021020911000800; square: IV2021020911020461
inbo	851253_1	19	18506	zw_04	ZW_04_2180	circle: IV2020120214121489; square: IV2020120214143341
inbo	1381553_1	18	18507	wn_05	wn_05	circle: IV2021012515511275; square: IV2021012516111513
inbo	1660081_1	22	18507	1660081	1660081	circle: IV2021012918041681; square: IV2021012918061488
inbo	1933238_1	50	18507	1933238	1933238	circle: IV2020122308124078; square: IV2020122311131184
inbo	3036337_1	22	18507	3036337	3036337	circle: IV2021012912113932; square: IV2021012912164517
inbo	414897_1	22	18507	wz_03	WZ_03_2190	circle: IV2020120214214868; square: IV2020120214244975
inbo	458037_1	23	18509	zw_31	ZW_31	circle: IV2021020310360704; square: IV2021020311125571
inbo	273717_1	19	18512	273717	273717_2180	circle: IV2020120215071324; square: IV2020120215103764
inbo	3995825_1	22	18512	nd_21	ND_21	circle: IV2021021812391093; square: IV2021021812420586
inbo	606261_1	19	18512	606261	606261_2180	circle: IV2020120215283175; square: IV2020120215303595
inbo	81973_2	15	18512	81973	81973	circle: IV2021020311555972; square: IV2021020312011653
inbo	2160817_1	22	18513	nd_22	ND_22	circle: IV2021021814592119; square: IV2021021815005509
inbo	11573_1	19	18514	11573	11573_2180	circle: IV2020120215592681; square: IV2020120216014961
inbo	413749_1	19	18514	413749	413749_2180	circle: IV2020120215370449; square: IV2020120215384647
inbo	470325_1	19	18514	470325	470325_2180	circle: IV2020120215451489; square: IV2020120215464258
inbo	97589_1	15	18514	zw_95	ZW_95	circle: IV2021021814202479; square: IV2021021814243054
inbo	1129781_1	19	18515	zw_10	zw_10_2180	circle: IV2020120216061586; square: IV2020120216081388
inbo	1947634_2	82	18515	1947634	1947634	circle: IV2021010413144545; square: IV2021010413272392
inbo	195893_1	15	18515	zw_21	ZW_21	circle: IV2021021116214310; square: IV2021021117221269
inbo	2552758_2	82	18515	2552758	2552758	circle: IV2021010511565020; square: IV2021010512104789
inbo	2814902_2	82	18515	2814902	2814902	circle: IV2021010512325510; square: IV2021010512544258
inbo	2945974_2	82	18515	2945974	2945974	circle: IV2020091516571792; square: IV2020091517122821
inbo	3601334_2	82	18515	3601334	3601334	circle: IV2021010515355164; square: IV2021010515461422
inbo	3863478_1	82	18515	3863478	3863478	circle: IV2020091609223645; square: IV2020091609374407
inbo	4912054_2	82	18515	4912054	4912054	circle: IV2021010611250219; square: IV2021010611424688
inbo	81205_2	14	18515	81205	81205	circle: IV2021021017234254; square: IV2021021017253747
inbo	1060149_2	19	18519	1060149	1060149_2180	circle: IV2020120216123940; square: IV2020120216140340
inbo	1113397_1	19	18519	1113397	1113397	circle: IV2021021215555995; square: IV2021021217063708
inbo	261429_1	17	18519	zw_05	ZW_05	circle: IV2021021516334763; square: IV2021021516522470
inbo	268341_1	19	18519	268341	268341_2180	circle: IV2020120410244162; square: IV2020120410471019
inbo	326965_2	17	18519	zw_27	ZW_27_2160	circle: IV2020120216201945; square: IV2020120216251498
inbo	64821_1	19	18519	zw_17	ZW_17	circle: IV2021021118354522; square: IV2021021208503675
inbo	1223473_1	22	18520	1223473	1223473	circle: IV2021020914291444; square: IV2021020914425657
inbo	88117_1	15	18520	88117	88117	circle: IV2021020913514220; square: IV2021020914032298
inbo	215665_1	14	18521	sb_06	Sb_06	circle: IV2021020915334073; square: IV2021020915383240
inbo	240433_1	19	18521	240433	240433_2180	circle: IV2020122314440629; square: IV2020122315100049
inbo	477809_1	14	18521	477809	477809	circle: IV2021020915562064; square: IV2021020916425718
inbo	1036465_1	19	18522	ca_12	Ca_12	circle: IV2021020913215942; square: IV2021020913245178
inbo	250033_1	19	18522	ca_06	Ca_06_2180	circle: IV2020122315372252; square: IV2020122315393420
inbo	512177_1	19	18522	512177	512177	circle: IV2021020912560994; square: IV2021020913072938
inbo	782513_1	19	18522	ca_04	Ca_04_2180	circle: IV2020122315175746; square: IV2020122315202968
inbo	1172657_1	19	18526	1172657	1172657_2180	circle: IV2020120111495894; square: IV2020120112025970
inbo	255153_1	19	18526	255153	255153_2180	circle: IV2020113016470340; square: IV2020113016571783
inbo	386225_1	19	18526	oh_01	OH_01_2180	circle: IV2020113021114309; square: IV2020113021140253
inbo	42161_1	19	18526	kd_05	KD_05_2180	circle: IV2020113017361075; square: IV2020113017513017
inbo	151729_1	15	18527	wz_22	WZ_22	circle: IV2021031211493518; square: IV2021031211544343
inbo	300209_1	14	18527	wz_21	WZ_21	circle: IV2021011913002470; square: IV2021011916532820
inbo	562353_1	17	18527	562353	562353	circle: IV2021011813155073; square: IV2021011813214975
inbo	664753_1	19	18527	wz_23	WZ_23_2180	circle: IV2020122415455466; square: IV2020122415495361
inbo	87217_1	17	18527	wz_24	WZ_24_2160	circle: IV2020122415564970; square: IV2020122416000878
inbo	4765682_2	82	18529	4765682	4765682	circle: IV2021010614593635; square: IV2021010616075752
inbo	567473_1	19	18530	567473	567473_2180	circle: IV2020122315442760; square: IV2020122315464658
inbo	616625_1	19	18530	oh_03	OH_03	circle: IV2021021816364719; square: IV2021021816514337
inbo	631985_1	19	18530	oh_02	OH_02	circle: IV2021031016342319; square: IV2021031016363298
inbo	648369_1	19	18530	648369	648369_2180	circle: IV2020122315515392; square: IV2020122315542805
inbo	249649_2	17	18533	sd_02	SD_02	circle: IV2021021815145590; square: IV2021021816160483
inbo	511793_1	17	18533	511793	511793_2160	circle: IV2020122316022040; square: IV2020122316200555
inbo	574901_1	19	18533	bd_06	BD_06_2180	circle: IV2020122316500539; square: IV2020122316540893
inbo	3319506_1	82	18534	3319506	3319506	circle: IV2021010716182545; square: IV2021010716382666
inbo	3450578_1	82	18534	3450578	3450578	circle: IV2021010715421629; square: IV2021010715544363
inbo	395957_1	12	18534	395957	395957_2120	circle: IV2020122317032853; square: IV2020122317102738
inbo	4613842_1	82	18534	4613842	4613842	circle: IV2021010717355079; square: IV2021010717572036
inbo	2943734_2	80	18543	2943734	2943734_7140_meso	circle: IV2021010513464242; square: IV2021011410061678
inbo	4441846_2	82	18543	4441846	4441846_7140_oli	circle: IV2021011410265740; square: IV2021011410290050
inbo	1951958_1	50	18544	1951958	1951958	circle: IV2021012511485933; square: IV2021012514345931
inbo	3367542_2	82	18544	3367542	3367542	circle: IV2021010510323646; square: IV2021010510524635
inbo	3411958_2	80	18544	3411958	3411958_7140_meso	circle: IV2021011414442175; square: IV2021011511220174
inbo	4416118_1	82	18544	4416118	4416118	circle: IV2021010510103440; square: IV2021010510241823
inbo	3185198_1	82	18547	3185198	3185198_7140_oli	circle: IV2021011513134385; square: IV2021011513264212
inbo	3447342_1	82	18547	3447342	3447342_7140_oli	circle: IV2021011512570115; square: IV2021011513050017
inbo	4495918_1	82	18547	4495918	4495918_7140_oli	circle: IV2021011512262706; square: IV2021011512435934
inbo	911617_2	52	18548	911617	911617	circle: IV2021012514434193; square: IV2021012515060055
inbo	1540082_2	82	18549	1540082	1540082	circle: IV2021010414204563; square: IV2021010414332262
inbo	2977246_1	82	18549	2977246	2977246_7140_oli	circle: IV2021012509255046; square: IV2021012511343208
inbo	3223006_1	82	18549	3223006	3223006_7140_oli	circle: IV2021012113540381; square: IV2021012212312587
inbo	4013534_1	82	18549	4013534	4013534_7140_oli	circle: IV2021011520494495; square: IV2021011521144741
inbo	2018749_1	10	18550	2018749	2018749	circle: IV2021012516174650; square: IV2021012516232562
inbo	2805181_2	10	18550	2805181	2805181	circle: IV2021012515560789; square: IV2021012516025281
inbo	2936253_1	10	18550	2936253	2936253	circle: IV2021012521580594; square: IV2021012522022982
inbo	3067325_1	10	18550	3067325	3067325	circle: IV2021012516055540; square: IV2021012516133392
