assessment_date	point_code	type	is_present	no_habitat	assessment_source	inaccessible	not_measurable	change_location	db_ref
16801	4847222_1	82	NA	NA	orthophoto	long term	NA	0	4847222
16801	489298_1	52	0	NA	field assessment	NA	NA	0	489298
16801	5034614_1	82	NA	NA	orthophoto	long term	NA	0	5034614
16801	513234_1	52	0	NA	field assessment	NA	NA	0	513234
16801	514694_1	50	0	NA	field assessment	NA	NA	0	514694
16801	521846_1	38	NA	NA	orthophoto	long term	NA	0	521846
16801	521846_1	82	NA	NA	orthophoto	long term	NA	0	521846
16801	529014_1	38	NA	NA	orthophoto	long term	NA	0	529014
16801	529014_1	82	NA	NA	orthophoto	long term	NA	0	529014
16801	531974_1	50	0	NA	field assessment	NA	NA	0	531974
16801	533590_1	51	0	NA	field assessment	NA	NA	0	533590
16801	558166_1	51	0	NA	field assessment	NA	NA	0	558166
16801	582854_1	56	0	NA	field assessment	NA	NA	0	582854
16801	587382_1	38	NA	NA	orthophoto	long term	NA	0	587382
16801	587382_1	82	NA	NA	orthophoto	long term	NA	0	587382
16801	603766_1	38	NA	NA	orthophoto	long term	NA	0	603766
16801	603766_1	82	NA	NA	orthophoto	long term	NA	0	603766
16801	604806_1	50	0	NA	field assessment	NA	NA	0	604806
16801	611538_1	52	0	NA	field assessment	NA	NA	0	611538
16801	626990_1	50	0	NA	field assessment	NA	NA	0	626990
16801	63094_1	38	NA	NA	orthophoto	long term	NA	0	63094
16801	63094_1	82	NA	NA	orthophoto	long term	NA	0	63094
16801	6446_1	50	0	NA	field assessment	NA	NA	0	6446
16801	658870_1	51	0	NA	field assessment	NA	NA	0	658870
16801	662514_1	82	0	NA	field assessment	NA	NA	0	662514
16801	671238_1	50	0	NA	field assessment	NA	NA	0	671238
16801	693458_1	52	0	NA	field assessment	NA	NA	0	693458
16801	70262_1	38	NA	NA	orthophoto	long term	NA	0	70262
16801	70262_1	82	NA	NA	orthophoto	long term	NA	0	70262
16801	70866_1	52	0	NA	field assessment	NA	NA	1	NA
16801	736182_1	80	0	NA	field assessment	NA	NA	0	736182
16801	743862_1	80	0	NA	field assessment	NA	NA	0	743862
16801	79478_1	38	NA	NA	orthophoto	long term	NA	0	79478
16801	79478_1	82	NA	NA	orthophoto	long term	NA	0	79478
16801	812166_1	49	0	NA	field assessment	NA	NA	0	812166
16801	821302_1	52	0	NA	field assessment	NA	NA	0	821302
16801	83574_1	38	NA	NA	orthophoto	long term	NA	0	83574
16801	83574_1	82	NA	NA	orthophoto	long term	NA	0	83574
16801	839350_1	80	0	NA	field assessment	NA	NA	0	839350
16801	843702_1	80	0	NA	field assessment	NA	NA	0	843702
16801	846582_1	80	0	NA	field assessment	NA	NA	0	846582
16801	849526_1	82	NA	NA	orthophoto	long term	NA	0	849526
16801	86646_1	38	NA	NA	orthophoto	long term	NA	0	86646
16801	86646_1	82	NA	NA	orthophoto	long term	NA	0	86646
16801	873682_1	52	0	NA	field assessment	NA	NA	0	873682
16801	890066_1	52	0	NA	field assessment	NA	NA	0	890066
16801	912594_1	52	0	NA	field assessment	NA	NA	0	912594
16801	915062_1	82	NA	NA	orthophoto	long term	NA	0	915062
16801	938678_1	80	0	NA	field assessment	NA	NA	0	938678
16801	980598_1	82	NA	NA	orthophoto	long term	NA	0	980598
16801	998326_1	80	0	NA	field assessment	NA	NA	0	998326
16820	201689_1	103	1	0	field assessment	NA	NA	0	NA
16917	217049_1	103	0	NA	field assessment	NA	NA	0	NA
16932	165913_1	103	0	1	field assessment	NA	NA	0	NA
16932	165913_2	103	1	0	field assessment	NA	NA	1	NA
16940	131282_1	63	0	NA	field assessment	NA	NA	0	NA
16940	140341_1	63	0	NA	field assessment	NA	NA	0	NA
16940	1426969_1	64	0	NA	field assessment	NA	NA	0	NA
16940	1803138_1	65	0	NA	field assessment	NA	NA	0	NA
16940	1868674_1	65	0	NA	field assessment	NA	NA	0	NA
16940	1885058_1	65	0	NA	field assessment	NA	NA	0	NA
16940	1939058_1	24	1	0	field assessment	NA	NA	0	NA
16940	2182578_1	65	0	NA	field assessment	NA	NA	0	NA
16940	2212530_1	65	0	NA	field assessment	NA	NA	0	NA
16940	2367362_1	65	0	NA	field assessment	NA	NA	0	NA
16940	2513586_1	65	0	NA	field assessment	NA	NA	0	NA
16940	2663298_1	65	0	NA	field assessment	NA	NA	0	NA
16940	2736818_1	65	0	NA	field assessment	NA	NA	0	NA
16940	704498_1	63	0	NA	field assessment	NA	NA	0	NA
16940	866386_1	63	0	NA	field assessment	NA	NA	0	NA
16940	966569_1	26	0	NA	field assessment	NA	NA	0	NA
16940	98705_1	63	0	NA	field assessment	NA	NA	0	NA
16948	282793_1	63	0	NA	field assessment	NA	NA	0	NA
16951	143382_1	63	1	0	field assessment	NA	NA	0	NA
16951	673590_1	63	0	1	field assessment	NA	NA	0	NA
16952	20217_1	63	1	0	field assessment	NA	NA	0	NA
16953	968217_1	64	1	0	field assessment	NA	NA	0	NA
16955	78294_1	63	0	1	field assessment	NA	NA	0	NA
16955	78294_2	63	1	0	field assessment	NA	NA	1	NA
16958	1956702_1	66	0	1	field assessment	NA	NA	0	NA
16958	1956702_2	66	0	1	field assessment	NA	NA	1	NA
16958	6151006_1	66	0	1	field assessment	NA	NA	0	NA
16958	6151006_2	66	0	1	field assessment	NA	NA	1	NA
16958	638046_1	66	0	1	field assessment	NA	NA	0	NA
16959	100297_1	63	0	1	field assessment	NA	NA	0	NA
16959	100297_2	63	1	0	field assessment	NA	NA	1	NA
16959	857281_1	63	1	0	field assessment	NA	NA	0	NA
16960	1971474_1	66	1	0	field assessment	NA	NA	0	NA
16960	2839602_1	55	0	NA	field assessment	NA	NA	0	2839602
16960	2839602_2	55	1	0	field assessment	NA	NA	1	2839602
16960	863169_1	63	0	1	field assessment	NA	NA	0	NA
16960	863169_2	63	1	0	field assessment	NA	NA	1	NA
16961	10766985_1	55	0	NA	field assessment	NA	NA	0	10766985
16961	10766985_1	56	0	NA	field assessment	NA	NA	0	10766985
16961	10766985_2	55	1	0	field assessment	NA	NA	1	10766985
16961	1905938_1	66	0	1	field assessment	NA	NA	0	NA
16961	1905938_2	66	1	0	field assessment	NA	NA	1	NA
16961	4003090_1	66	1	0	field assessment	NA	NA	0	NA
16961	636561_1	64	0	1	field assessment	NA	NA	0	NA
16961	636561_2	66	1	0	field assessment	NA	NA	1	NA
16961	845457_1	64	1	0	field assessment	NA	NA	0	NA
16961	980625_1	64	0	1	field assessment	NA	NA	0	NA
16961	980625_2	66	1	0	field assessment	NA	NA	1	NA
16962	2233618_1	66	0	1	field assessment	NA	NA	0	NA
16962	2233618_2	66	1	0	field assessment	NA	NA	1	NA
16962	2954514_1	66	0	1	field assessment	NA	NA	0	NA
16962	2954514_2	66	1	0	field assessment	NA	NA	1	NA
16962	4390190_1	56	1	0	field assessment	NA	NA	0	4390190
16965	118441_1	63	1	0	field assessment	NA	NA	0	NA
16966	1119506_1	66	0	1	field assessment	NA	NA	0	NA
16966	1119506_2	66	1	0	field assessment	NA	NA	1	NA
16966	2495762_1	66	0	1	field assessment	NA	NA	0	NA
16966	2495762_2	66	1	0	field assessment	NA	NA	1	NA
16967	136466_1	66	0	1	field assessment	NA	NA	0	NA
16967	136466_3	66	1	0	field assessment	NA	NA	1	NA
16967	327153_1	64	0	1	field assessment	NA	NA	0	NA
16967	327153_2	64	1	0	field assessment	NA	NA	1	NA
16968	2479154_1	55	0	NA	field assessment	NA	NA	0	2479154
16968	2479154_1	63	0	NA	field assessment	NA	NA	0	2479154
16968	2479154_2	55	1	0	field assessment	NA	NA	1	2479154
16968	46662_1	63	0	1	field assessment	NA	NA	0	NA
16968	46662_2	63	1	0	field assessment	NA	NA	1	NA
16968	742450_1	55	0	NA	field assessment	NA	NA	0	742450
16968	742450_2	55	1	0	field assessment	NA	NA	1	742450
16968	751337_1	63	0	1	field assessment	NA	NA	0	NA
16969	220786_1	65	0	1	field assessment	NA	NA	0	NA
16969	220786_2	65	1	0	field assessment	NA	NA	1	NA
16970	4026418_1	55	0	NA	field assessment	NA	NA	0	4026418
16970	4026418_2	55	1	0	field assessment	NA	NA	1	4026418
16972	1436718_1	51	0	NA	field assessment	NA	NA	0	1436718
16972	1436718_2	51	1	0	field assessment	NA	NA	1	1436718
16972	218162_1	63	0	1	field assessment	NA	NA	0	NA
16972	2334002_1	55	1	0	field assessment	NA	NA	0	2334002
16972	27954_1	63	NA	NA	NA	long term	NA	0	NA
16973	1269030_1	65	0	NA	field assessment	NA	NA	0	NA
16973	1269030_2	65	1	0	field assessment	NA	NA	0	NA
16973	542834_1	63	0	NA	field assessment	NA	NA	0	NA
16974	1793318_1	65	0	1	field assessment	NA	NA	0	NA
16974	1793318_2	65	1	0	field assessment	NA	NA	1	NA
16974	744742_1	65	0	1	field assessment	NA	NA	0	NA
16974	744742_2	65	1	0	field assessment	NA	NA	1	NA
16974	870694_1	65	0	1	field assessment	NA	NA	0	NA
16974	870694_2	65	1	0	field assessment	NA	NA	1	NA
16975	608550_1	63	0	1	field assessment	NA	NA	0	NA
16975	608550_2	63	1	0	field assessment	NA	NA	1	NA
16976	576033_1	63	0	1	field assessment	NA	NA	0	NA
16976	576033_2	63	1	0	field assessment	NA	NA	1	NA
16979	201006_1	50	0	NA	field assessment	NA	NA	0	201006
16979	201006_1	52	0	NA	field assessment	NA	NA	0	201006
16979	201006_2	52	1	0	field assessment	NA	NA	1	201006
16979	530734_1	52	1	0	field assessment	NA	NA	0	530734
16979	842030_1	52	1	0	field assessment	NA	NA	0	842030
16980	398529_1	51	0	NA	field assessment	NA	NA	0	398529
16980	398529_1	56	0	NA	field assessment	NA	NA	0	398529
16980	398529_1	63	0	NA	field assessment	NA	NA	0	398529
16980	398529_2	55	1	0	field assessment	NA	NA	1	398529
16983	143602_1	56	0	NA	field assessment	NA	NA	1	NA
16983	143602_2	55	1	0	field assessment	NA	NA	1	143602
16988	2160774_1	55	0	NA	field assessment	NA	NA	0	2160774
16988	2160774_1	63	0	NA	field assessment	NA	NA	0	2160774
16988	2160774_2	55	1	0	field assessment	NA	NA	1	2160774
16994	5783154_1	55	0	NA	field assessment	NA	NA	0	5783154
16994	5783154_2	55	1	0	field assessment	NA	NA	1	5783154
16995	2552882_1	56	0	NA	field assessment	NA	NA	0	2552882
16995	2552882_2	55	1	0	field assessment	NA	NA	1	2552882
17000	2371634_1	55	0	NA	field assessment	NA	NA	0	2371634
17000	2371634_2	55	1	0	field assessment	NA	NA	1	2371634
17001	1150886_1	51	0	NA	field assessment	NA	NA	0	1150886
17001	1150886_2	51	1	0	field assessment	NA	NA	1	1150886
17001	1216422_1	51	1	0	field assessment	NA	NA	0	1216422
17001	1583446_1	55	1	0	field assessment	NA	NA	0	1583446
17008	2133734_1	51	1	0	field assessment	NA	NA	0	2133734
17009	3777298_1	55	1	0	field assessment	NA	NA	0	3777298
17010	1062930_1	55	1	0	field assessment	NA	NA	0	1062930
17011	323154_1	50	0	NA	field assessment	NA	NA	0	323154
17011	323154_1	52	0	NA	field assessment	NA	NA	0	323154
17011	323154_2	52	1	0	field assessment	NA	NA	1	323154
17011	540658_1	52	0	NA	field assessment	NA	NA	0	540658
17011	540658_2	52	1	0	field assessment	NA	NA	1	540658
17011	721906_1	50	1	0	field assessment	NA	NA	0	721906
17015	1884126_1	51	0	NA	field assessment	NA	NA	0	1884126
17015	1884126_1	52	0	NA	field assessment	NA	NA	0	1884126
17015	1884126_2	51	1	0	field assessment	NA	NA	1	1884126
17016	781906_1	50	0	NA	field assessment	NA	NA	0	781906
17016	781906_1	52	0	NA	field assessment	NA	NA	0	781906
17016	781906_2	52	1	0	field assessment	NA	NA	1	781906
17017	1474526_1	51	0	NA	field assessment	NA	NA	0	1474526
17017	1474526_1	52	0	NA	field assessment	NA	NA	0	1474526
17017	1474526_2	51	1	0	field assessment	NA	NA	1	1474526
17030	423762_1	50	0	NA	field assessment	NA	NA	0	423762
17030	423762_1	52	0	NA	field assessment	NA	NA	0	423762
17030	423762_2	50	1	0	field assessment	NA	NA	1	423762
17031	141010_1	50	1	0	field assessment	NA	NA	0	141010
17031	220882_1	50	1	0	field assessment	NA	NA	0	220882
17031	583378_1	50	1	0	field assessment	NA	NA	0	583378
17031	59090_1	50	1	0	field assessment	NA	NA	0	59090
17031	648914_1	50	1	0	field assessment	NA	NA	0	648914
17031	745170_1	50	1	0	field assessment	NA	NA	0	745170
17031	89810_1	50	1	0	field assessment	NA	NA	0	89810
17032	487606_1	51	1	0	field assessment	NA	NA	0	487606
17032	606390_1	52	1	0	field assessment	NA	NA	0	606390
17036	1711014_1	50	1	0	field assessment	NA	NA	0	1711014
17036	3276198_1	51	1	0	field assessment	NA	NA	0	3276198
17036	3276198_2	51	1	0	field assessment	NA	NA	1	3276198
17037	1346134_1	56	0	NA	field assessment	NA	NA	0	1346134
17037	1346134_2	55	1	0	field assessment	NA	NA	1	1346134
17037	979286_1	51	1	0	field assessment	NA	NA	0	979286
17037	979286_2	51	1	0	field assessment	NA	NA	1	979286
17038	1115122_1	52	0	NA	field assessment	NA	NA	0	1115122
17038	1115122_2	52	1	0	field assessment	NA	NA	1	1115122
17038	340978_1	52	1	0	field assessment	NA	NA	0	340978
17038	498886_1	55	0	NA	field assessment	NA	NA	0	498886
17038	498886_2	55	1	0	field assessment	NA	NA	1	498886
17038	619506_1	50	1	0	field assessment	NA	NA	0	619506
17038	654598_1	50	0	NA	field assessment	NA	NA	0	654598
17038	654598_2	50	1	0	field assessment	NA	NA	1	654598
17043	2173889_1	55	0	NA	field assessment	NA	NA	0	2173889
17043	2173889_1	56	0	NA	field assessment	NA	NA	0	2173889
17043	2173889_1	80	0	NA	field assessment	NA	NA	0	2173889
17043	2173889_2	55	1	0	field assessment	NA	NA	1	2173889
17043	315329_1	50	1	0	field assessment	NA	NA	0	315329
17043	4008897_1	55	0	NA	field assessment	NA	NA	0	4008897
17043	4008897_1	56	0	NA	field assessment	NA	NA	0	4008897
17043	4008897_1	80	0	NA	field assessment	NA	NA	0	4008897
17043	4008897_2	55	1	0	field assessment	NA	NA	1	4008897
17044	300649_1	51	1	0	field assessment	NA	NA	0	300649
17046	1436882_1	51	0	NA	field assessment	NA	NA	0	1436882
17046	1436882_2	51	1	0	field assessment	NA	NA	1	1436882
17049	1566033_1	51	0	NA	field assessment	NA	NA	0	1566033
17049	1566033_2	51	1	0	field assessment	NA	NA	1	1566033
17049	58433_1	51	0	NA	field assessment	NA	NA	0	58433
17049	58433_1	52	0	NA	field assessment	NA	NA	0	58433
17049	58433_2	52	1	0	field assessment	NA	NA	1	58433
17050	116950_1	50	1	0	field assessment	NA	NA	0	116950
17050	379094_1	50	1	0	field assessment	NA	NA	0	379094
17050	641238_1	50	1	0	field assessment	NA	NA	0	641238
17052	19510_1	39	0	NA	field assessment	NA	NA	0	19510
17052	19510_1	52	0	NA	field assessment	NA	NA	0	19510
17052	19510_2	52	1	0	field assessment	NA	NA	1	19510
17053	627922_1	52	0	NA	field assessment	NA	NA	0	627922
17053	627922_2	52	1	0	field assessment	NA	NA	1	627922
17053	857298_1	52	0	NA	field assessment	NA	NA	0	857298
17053	857298_2	52	1	0	field assessment	NA	NA	1	857298
17053	87250_1	52	0	NA	field assessment	NA	NA	1	NA
17053	87250_2	52	1	0	field assessment	NA	NA	1	87250
17056	2760937_1	55	1	0	field assessment	NA	NA	0	2760937
17057	170798_1	38	0	NA	field assessment	NA	NA	0	170798
17057	170798_1	82	0	NA	field assessment	NA	NA	0	170798
17057	170798_2	82	1	0	field assessment	NA	NA	1	170798
17057	267986_1	80	0	NA	field assessment	NA	NA	0	267986
17057	267986_2	80	1	0	field assessment	NA	NA	1	267986
17057	482290_1	80	1	0	field assessment	NA	NA	0	482290
17057	576302_1	52	0	NA	field assessment	NA	NA	0	576302
17057	576302_2	52	1	0	field assessment	NA	NA	1	576302
17057	923346_1	80	0	NA	field assessment	NA	NA	0	923346
17057	923346_2	80	1	0	field assessment	NA	NA	1	923346
17058	282614_1	80	0	NA	field assessment	NA	NA	0	282614
17058	282614_2	80	1	0	field assessment	NA	NA	1	282614
17058	3461110_1	51	0	NA	field assessment	NA	NA	0	3461110
17058	3461110_1	56	0	NA	field assessment	NA	NA	0	3461110
17058	3461110_2	51	1	0	field assessment	NA	NA	1	3461110
17058	856054_1	80	1	0	field assessment	NA	NA	0	856054
17059	1003230_1	26	1	0	field assessment	NA	NA	0	NA
17059	103094_1	80	0	NA	field assessment	NA	NA	0	103094
17059	103094_2	80	1	0	field assessment	NA	NA	1	103094
17059	271030_1	80	1	0	field assessment	NA	NA	0	271030
17059	908981_1	10	1	0	field assessment	NA	NA	0	908981
17063	207406_1	50	0	NA	field assessment	NA	NA	0	207406
17063	207406_2	51	1	0	field assessment	NA	NA	1	207406
17063	23086_1	82	1	0	field assessment	NA	NA	0	23086
17063	504542_1	24	1	0	field assessment	NA	NA	0	NA
17063	743982_1	51	1	0	field assessment	NA	NA	0	743982
17063	753630_1	50	0	NA	field assessment	NA	NA	0	753630
17063	753630_1	51	0	NA	field assessment	NA	NA	0	753630
17063	753630_2	51	1	0	field assessment	NA	NA	1	753630
17063	963294_1	26	1	0	field assessment	NA	NA	0	NA
17064	1013294_1	80	0	NA	field assessment	NA	NA	0	1013294
17064	1013294_2	80	1	0	field assessment	NA	NA	1	1013294
17064	1087350_1	80	0	NA	field assessment	NA	NA	0	1087350
17064	1087350_2	80	1	0	field assessment	NA	NA	1	1087350
17064	696182_1	80	1	0	field assessment	NA	NA	0	696182
17064	959958_1	82	1	0	field assessment	NA	NA	0	959958
17065	518902_1	80	0	NA	field assessment	NA	NA	0	518902
17065	518902_2	80	1	0	field assessment	NA	NA	1	518902
17065	766686_1	26	0	1	field assessment	NA	NA	0	NA
17067	38006_1	106	0	NA	field assessment	NA	NA	0	NA
17067	419538_1	82	1	0	field assessment	NA	NA	0	419538
17067	9262_1	92	1	0	field assessment	NA	NA	0	NA
17070	249846_1	104	1	0	field assessment	NA	NA	0	NA
17071	91410_1	39	1	0	field assessment	NA	NA	0	NA
17072	579958_1	26	0	1	field assessment	NA	NA	0	NA
17072	579958_2	24	1	0	field assessment	NA	NA	1	NA
17072	714230_1	26	1	0	field assessment	NA	NA	0	NA
17072	943826_1	82	1	0	field assessment	NA	NA	0	943826
17072	976246_1	26	0	1	field assessment	NA	NA	0	NA
17072	976246_2	24	1	0	field assessment	NA	NA	1	NA
17073	583030_1	26	1	0	field assessment	NA	NA	0	NA
17073	648566_1	26	1	0	field assessment	NA	NA	0	NA
17074	167286_1	24	0	1	field assessment	NA	NA	0	NA
17074	167286_1	26	0	1	field assessment	NA	NA	0	NA
17074	262038_1	106	0	NA	field assessment	NA	NA	0	NA
17074	6110_1	99	0	NA	field assessment	NA	NA	0	NA
17074	877942_1	26	0	1	field assessment	NA	NA	0	NA
17074	877942_2	26	1	0	field assessment	NA	NA	1	NA
17077	1099986_1	26	0	1	field assessment	NA	NA	0	NA
17077	1110750_1	26	1	0	field assessment	NA	NA	0	NA
17077	602846_1	26	1	0	field assessment	NA	NA	0	NA
17077	837842_1	107	1	0	field assessment	NA	NA	0	NA
17077	886994_1	26	0	1	field assessment	NA	NA	0	NA
17078	1076854_1	26	1	0	field assessment	NA	NA	0	NA
17078	150902_1	24	0	1	field assessment	NA	NA	0	NA
17078	150902_1	26	0	1	field assessment	NA	NA	0	NA
17078	216438_1	26	0	1	field assessment	NA	NA	0	NA
17078	216438_2	26	0	1	field assessment	NA	NA	1	NA
17079	10841_1	95	0	NA	NA	long term	NA	0	NA
17079	503414_1	26	1	0	field assessment	NA	NA	0	NA
17079	656246_1	26	0	1	field assessment	NA	NA	0	NA
17079	656246_2	26	1	0	field assessment	NA	NA	1	NA
17079	884342_1	26	1	0	field assessment	NA	NA	0	NA
17081	71902_1	38	1	0	field assessment	NA	NA	0	NA
17081	880094_1	82	0	NA	field assessment	NA	NA	0	880094
17081	880094_2	82	1	0	field assessment	NA	NA	1	880094
17081	92382_1	39	1	0	field assessment	NA	NA	0	NA
17084	7401_1	104	0	NA	field assessment	NA	NA	0	NA
17085	126430_1	38	0	1	field assessment	NA	NA	0	NA
17085	28126_1	38	1	0	field assessment	NA	NA	0	NA
17086	124382_1	38	1	0	field assessment	NA	NA	0	NA
17088	714198_1	26	1	0	field assessment	NA	NA	0	NA
17094	131806_1	38	1	0	field assessment	NA	NA	0	NA
17094	33502_1	39	1	0	field assessment	NA	NA	0	NA
17095	821462_1	26	1	0	field assessment	NA	NA	0	NA
17095	82222_1	39	1	0	field assessment	NA	NA	0	NA
17098	125998_1	39	1	0	field assessment	NA	NA	0	NA
17098	983510_1	26	0	1	field assessment	NA	NA	0	NA
17099	66270_1	38	1	0	field assessment	NA	NA	0	NA
17100	62141_1	38	1	0	field assessment	NA	NA	0	NA
17101	11742_1	38	1	0	field assessment	NA	NA	0	NA
17101	81374_1	38	1	0	field assessment	NA	NA	0	NA
17102	105006_1	38	0	1	field assessment	NA	NA	0	NA
17102	5422_1	39	1	0	field assessment	NA	NA	0	NA
17121	127710_1	24	1	0	field assessment	NA	NA	0	NA
17122	106614_1	38	1	0	field assessment	NA	NA	0	NA
17122	9078_1	38	0	1	field assessment	NA	NA	0	NA
17123	734_1	38	1	0	field assessment	NA	NA	0	NA
17126	43230_1	38	1	0	field assessment	NA	NA	0	NA
17126	60894_1	38	1	0	field assessment	NA	NA	0	NA
17130	82654_1	38	1	0	field assessment	NA	NA	0	NA
17133	40054_1	38	1	0	field assessment	NA	NA	0	NA
17135	77278_1	38	1	0	field assessment	NA	NA	0	NA
17140	95710_1	38	1	0	field assessment	NA	NA	0	NA
17167	1046098_1	50	0	NA	field assessment	NA	NA	0	1046098
17167	1046098_1	52	0	NA	field assessment	NA	NA	0	1046098
17167	1067986_1	52	0	NA	field assessment	NA	NA	0	1067986
17167	1078674_1	80	0	NA	field assessment	NA	NA	0	1078674
17167	1082294_1	52	0	NA	field assessment	NA	NA	0	1082294
17167	1098166_1	80	0	NA	field assessment	NA	NA	0	1098166
17167	1101245_1	10	NA	NA	NA	long term	NA	0	1101245
17167	1126450_1	55	0	NA	field assessment	NA	NA	0	1126450
17167	1151670_1	80	0	NA	field assessment	NA	NA	0	1151670
17167	1166089_1	10	0	NA	orthophoto	NA	NA	0	1166089
17167	1198857_1	10	0	NA	orthophoto	NA	NA	0	1198857
17167	1225841_1	10	0	NA	orthophoto	NA	NA	0	1225841
17167	1231542_1	50	0	NA	field assessment	NA	NA	0	1231542
17167	1231662_1	52	0	NA	field assessment	NA	NA	0	1231662
17167	1261237_1	10	0	NA	orthophoto	NA	NA	0	1261237
17167	1266741_1	10	0	NA	orthophoto	NA	NA	0	1266741
17167	1269937_1	10	0	NA	orthophoto	NA	NA	0	1269937
17167	1270390_1	82	0	NA	field assessment	NA	NA	0	1270390
17167	1310962_1	80	0	NA	field assessment	NA	NA	0	1310962
17167	1334438_1	80	0	NA	field assessment	NA	NA	0	1334438
17167	1339526_1	56	NA	NA	NA	long term	NA	0	1339526
17167	1344118_1	82	0	NA	field assessment	NA	NA	0	1344118
17167	1412533_1	10	0	NA	orthophoto	NA	NA	0	1412533
17167	1466998_1	82	0	NA	field assessment	NA	NA	0	1466998
17167	1470598_1	49	NA	NA	orthophoto	long term	NA	0	1470598
17167	1474278_1	80	0	NA	field assessment	NA	NA	0	1474278
17167	1474694_1	50	0	NA	field assessment	NA	NA	0	1474694
17167	1480198_1	50	0	NA	field assessment	NA	NA	0	1480198
17167	1507570_1	80	0	NA	field assessment	NA	NA	0	1507570
17167	1520566_1	80	0	NA	field assessment	NA	NA	0	1520566
17167	1588225_1	10	0	NA	orthophoto	NA	NA	0	1588225
17167	1646894_1	49	0	NA	field assessment	NA	NA	0	1646894
17167	1646894_1	51	0	NA	field assessment	NA	NA	0	1646894
17167	189046_1	38	0	NA	field assessment	NA	NA	0	189046
17167	189046_1	82	0	NA	field assessment	NA	NA	0	189046
17167	2028590_1	56	0	NA	field assessment	NA	NA	0	2028590
17167	2211718_1	56	0	NA	field assessment	NA	NA	0	2211718
17167	221814_1	38	0	NA	field assessment	NA	NA	0	221814
17167	221814_1	82	0	NA	field assessment	NA	NA	0	221814
17167	2388102_1	52	NA	NA	NA	long term	NA	0	2388102
17167	2388102_1	56	NA	NA	NA	long term	NA	0	2388102
17167	2614609_1	51	0	NA	field assessment	NA	NA	0	2614609
17167	332786_1	49	0	NA	field assessment	NA	NA	0	332786
17167	3585750_1	51	0	NA	field assessment	NA	NA	0	3585750
17167	3764358_1	56	NA	NA	NA	long term	NA	0	3764358
17167	4502174_1	55	0	NA	field assessment	NA	NA	0	4502174
17167	4761942_1	56	0	NA	field assessment	NA	NA	0	4761942
17167	4790406_1	51	0	NA	field assessment	NA	NA	0	4790406
17167	4790406_1	56	0	NA	field assessment	NA	NA	0	4790406
17167	5017510_1	56	0	NA	field assessment	NA	NA	0	5017510
17167	5071958_1	56	0	NA	field assessment	NA	NA	0	5071958
17167	52669_1	10	NA	NA	NA	long term	NA	0	52669
17167	557686_1	38	0	NA	field assessment	NA	NA	0	557686
17167	557686_1	82	0	NA	field assessment	NA	NA	0	557686
17167	5650450_1	56	0	NA	field assessment	NA	NA	0	5650450
17167	6189526_1	56	0	NA	field assessment	NA	NA	0	6189526
17167	777938_1	50	0	NA	field assessment	NA	NA	0	777938
17167	804422_1	50	0	NA	field assessment	NA	NA	0	804422
17167	804422_1	63	0	NA	field assessment	NA	NA	0	804422
17167	890953_1	10	0	NA	orthophoto	NA	NA	0	890953
17167	895049_1	10	0	NA	orthophoto	NA	NA	0	895049
17167	915026_1	50	0	NA	field assessment	NA	NA	0	915026
17167	915026_1	52	0	NA	field assessment	NA	NA	0	915026
17167	967666_1	50	0	NA	field assessment	NA	NA	0	967666
17167	970173_1	10	NA	NA	NA	long term	NA	0	970173
17167	9745054_1	55	0	NA	field assessment	NA	NA	0	9745054
17269	253593_1	103	0	1	field assessment	NA	NA	0	NA
17269	253593_2	103	1	0	field assessment	NA	NA	1	NA
17269	26393_1	103	0	1	field assessment	NA	NA	0	NA
17269	26393_2	103	1	0	field assessment	NA	NA	1	NA
17277	4945_1	95	0	1	field assessment	NA	NA	0	NA
17277	4945_2	95	1	0	field assessment	NA	NA	1	NA
17283	95218_1	39	1	0	field assessment	NA	NA	0	NA
17288	8217_1	95	1	0	field assessment	NA	NA	0	NA
17301	990_1	99	0	NA	NA	long term	NA	0	NA
17315	7072966_1	55	1	0	field assessment	NA	NA	0	7072966
17315	8121542_1	55	1	0	field assessment	NA	NA	0	8121542
17315	8158406_1	55	0	NA	field assessment	NA	NA	0	8158406
17315	8158406_2	55	1	0	field assessment	NA	NA	1	8158406
17325	6102322_1	55	1	0	field assessment	NA	NA	0	6102322
17337	6194105_1	55	0	NA	field assessment	NA	NA	0	6194105
17337	6194105_2	55	1	0	field assessment	NA	NA	1	6194105
17340	1660950_1	51	1	0	field assessment	NA	NA	0	1660950
17343	1428270_1	52	1	0	field assessment	NA	NA	0	1428270
17343	1490550_1	26	0	NA	field assessment	NA	NA	0	NA
17343	1539702_1	26	0	NA	field assessment	NA	NA	0	NA
17343	159198_1	38	0	NA	field assessment	NA	NA	0	NA
17343	89310_1	39	NA	NA	NA	NA	short term	0	NA
17343	99538_1	39	NA	NA	NA	NA	long term	0	NA
17344	1506770_1	26	0	1	field assessment	NA	NA	0	NA
17345	551218_1	24	1	0	field assessment	NA	NA	0	NA
17346	1040518_1	52	1	0	field assessment	NA	NA	0	1040518
17346	1272114_1	27	1	0	field assessment	NA	NA	0	NA
17346	1501490_1	26	1	0	field assessment	NA	NA	0	NA
17346	1599794_1	38	1	0	field assessment	NA	NA	0	NA
17346	2334854_1	51	0	NA	field assessment	NA	NA	0	2334854
