fieldwork_team	point_code	type	measurement_date	db_ref	survey	user_reference	recording_givid
inbo	8158406_2	55	17315	8158406	NA	8158406	circle: IV2017120114521398; square: IV2017120117414722
inbo	6102322_1	55	17325	6102322	NA	6102322	circle: IV2018082407540429; square: IV2018082408442571
inbo	6194105_2	55	17337	6194105	NA	6194105	circle: IV2017113010285455; square: IV2017113011505228
inbo	1660950_1	51	17340	1660950	NA	1660950	circle: IV2017112914094613; square: IV2017112914372721
inbo	1428270_1	52	17343	1428270	NA	1428270	circle: IV2017112913404044; square: IV2017112913583445
anb	551218_1	24	17345	551218	anb_c1	NA	NA
inbo	1040518_1	52	17346	1040518	NA	1040518	circle: IV2017120112213868; square: IV2017120112565263
anb	1272114_1	27	17346	1272114	anb_c1	NA	NA
anb	1501490_1	26	17346	1501490	anb_c1	NA	NA
anb	1599794_1	38	17346	1599794	anb_c1	NA	NA
inbo	2334854_2	51	17346	2334854	NA	2334854	circle: IV2017120111560343; square: IV2017120112090282
inbo	4599942_2	55	17346	4599942	NA	4599942	circle: IV2017120111214650; square: IV2017120111463956
inbo	1367026_2	82	17347	1367026	NA	1367026	circle: IV2018031009120638; square: IV2018031009213148
inbo	1404382_1	82	17347	1404382	NA	1404382	circle: IV2020032710574043; square: IV2020032711023789
anb	158002_1	24	17347	158002	anb_c1	NA	NA
anb	47666_1	39	17347	47666	anb_c1	NA	NA
anb	526898_1	26	17347	526898	anb_c1	NA	NA
inbo	783954_1	50	17347	783954	NA	783954	circle: IV2018030715412818; square: IV2018030715551163
anb	181234_1	39	17350	181234	anb_c1	NA	NA
anb	236530_1	38	17350	236530	anb_c1	NA	NA
anb	391154_1	38	17350	391154	anb_c1	NA	NA
inbo	6948370_1	55	17350	6948370	NA	6948370	circle: IV2018030714024007; square: IV2018030714233862
anb	91122_1	39	17350	91122	anb_c1	NA	NA
inbo	1140434_2	80	17351	1140434	NA	1140434	circle: IV2018030719161925; square: IV2018030719244841
anb	243698_1	38	17351	243698	anb_c1	NA	NA
anb	269298_1	38	17351	269298	anb_c1	NA	NA
anb	1250770_1	26	17353	1250770	anb_c1	NA	NA
anb	1775058_1	26	17353	1775058	anb_c1	NA	NA
anb	297234_2	24	17353	297234	anb_c1	NA	NA
anb	458194_1	27	17353	458194	anb_c1	NA	NA
inbo	589698_3	53	17353	589698	NA	589698	circle: IV2018030712002428; square: IV2018082008574310
anb	100626_2	38	17354	100626	anb_c1	NA	NA
anb	170834_1	26	17354	170834	anb_c1	NA	NA
anb	1743698_1	26	17354	1743698	anb_c1	NA	NA
anb	1092434_1	26	17357	1092434	anb_c1	NA	NA
inbo	1132201_2	80	17357	1132201	NA	1132201	circle: IV2020032711173507; square: IV2020032712091388
inbo	1468114_1	82	17357	1468114	NA	1468114	circle: IV2018030719311738; square: IV2018030719484292
anb	240466_1	24	17357	240466	anb_c1	NA	NA
anb	502610_1	24	17357	502610	anb_c1	NA	NA
inbo	5624882_2	55	17357	5624882	NA	5624882	circle: IV2018030711143521; square: IV2018030711265492
inbo	823129_1	51	17357	823129	NA	823129	circle: IV2017112912245580; square: IV2017112912580483
inbo	1036446_2	51	17359	1036446	NA	1036446	circle: IV2017112908192809; square: IV2017112908460816
anb	1284946_1	26	17360	1284946	anb_c1	NA	NA
anb	1547090_1	26	17360	1547090	anb_c1	NA	NA
anb	275830_1	39	17360	275830	anb_c1	NA	NA
anb	1303926_1	26	17361	1303926	anb_c1	NA	NA
anb	222194_1	39	17361	222194	anb_c1	NA	NA
anb	266834_1	39	17361	266834	anb_c1	NA	NA
anb	546002_1	24	17364	546002	anb_c1	NA	NA
anb	742610_1	26	17364	742610	anb_c1	NA	NA
anb	808146_1	26	17364	808146	anb_c1	NA	NA
anb	87250_1	38	17364	87250	anb_c1	NA	NA
inbo	5630310_2	55	17366	5630310	NA	5630310	circle: IV2018030610544440; square: IV2018030613174547
inbo	7203174_1	55	17366	7203174	NA	7203174	circle: IV2018030614095561; square: IV2018030614122464
anb	1085366_1	26	17367	1085366	anb_c1	NA	NA
inbo	2133926_2	51	17367	2133926	NA	2133926	circle: IV2018030511543075; square: IV2018030512111847
inbo	2264998_2	51	17367	2264998	NA	2264998	circle: IV2018030513285216; square: IV2018030513530737
inbo	3734950_2	52	17367	3734950	NA	3734950	circle: IV2018030514502970; square: IV2018030514594211
anb	659382_1	26	17367	659382	anb_c1	NA	NA
anb	1140086_1	26	17372	1140086	anb_c1	NA	NA
anb	1172854_1	26	17372	1172854	anb_c1	NA	NA
anb	159314_1	39	17372	159314	anb_c1	NA	NA
anb	1631606_1	26	17372	1631606	anb_c1	NA	NA
anb	175698_1	39	17372	175698	anb_c1	NA	NA
inbo	222518_1	80	17372	222518	NA	222518	circle: IV2018031010111411; square: IV2018031010191687
anb	224850_1	39	17372	224850	anb_c1	NA	NA
anb	241234_1	39	17372	241234	anb_c1	NA	NA
inbo	369974_1	80	17372	369974	NA	369974	circle: IV2018031112563585; square: IV2018031113042338
inbo	5253462_1	55	17372	5253462	NA	5253462	circle: IV2018030509282854; square: IV2018030510512619
anb	1402230_2	26	17373	1402230	anb_c1	NA	NA
anb	1500534_1	26	17373	1500534	anb_c1	NA	NA
anb	1566070_1	26	17373	1566070	anb_c1	NA	NA
anb	241650_1	39	17373	241650	anb_c1	NA	NA
anb	120530_1	39	17374	120530	anb_c1	NA	NA
anb	1313142_1	26	17374	1313142	anb_c1	NA	NA
inbo	1443378_2	52	17374	1443378	NA	1443378	circle: IV2018022813474152; square: IV2018030220035638
anb	190162_1	39	17374	190162	anb_c1	NA	NA
anb	304850_1	38	17374	304850	anb_c1	NA	NA
inbo	332786_2	52	17374	332786	NA	332786	circle: IV2018030221003731; square: IV2018030221161700
anb	1043410_1	26	17375	1043410	anb_c1	NA	NA
anb	1344438_1	39	17375	1344438	anb_c1	NA	NA
anb	1590198_2	39	17375	1590198	anb_c1	NA	NA
anb	191698_1	39	17375	191698	anb_c1	NA	NA
anb	282322_1	39	17375	282322	anb_c1	NA	NA
anb	937682_1	39	17375	937682	anb_c1	NA	NA
anb	1065910_1	26	17378	1065910	anb_c1	NA	NA
inbo	1085366_2	52	17378	1085366	NA	1085366	circle: IV2018030414484080; square: IV2018030415500950
inbo	1576886_2	82	17378	1576886	NA	1576886	circle: IV2018031015311631; square: IV2018031021192601
inbo	717750_1	82	17378	717750	NA	717750	circle: IV2018031113221134; square: IV2018031113285776
anb	1407698_1	26	17381	1407698	anb_c1	NA	NA
anb	394962_1	38	17381	394962	anb_c1	NA	NA
anb	1213150_1	26	17392	1213150	anb_c1	NA	NA
anb	205501_1	39	17394	205501	anb_c1	NA	NA
anb	1762774_1	26	17395	1762774	anb_c1	NA	NA
inbo	309458_2	51	17395	309458	NA	309458	circle: IV2018030417514439; square: IV2018030418071744
inbo	471990_1	80	17395	471990	NA	471990	circle: IV2018031108343898; square: IV2018031109022283
inbo	983990_1	52	17395	983990	NA	983990	circle: IV2018030416111323; square: IV2018030416251801
anb	324318_1	26	17396	324318	anb_c1	NA	NA
anb	1635038_1	26	17399	1635038	anb_c1	NA	NA
anb	242398_1	24	17399	242398	anb_c1	NA	NA
anb	340702_1	24	17399	340702	anb_c1	NA	NA
anb	1328054_1	26	17400	1328054	anb_c1	NA	NA
anb	1606582_1	26	17400	1606582	anb_c1	NA	NA
anb	115638_1	39	17401	115638	anb_c1	NA	NA
anb	558006_1	26	17401	558006	anb_c1	NA	NA
anb	934838_1	26	17401	934838	anb_c1	NA	NA
anb	1196982_1	26	17402	1196982	anb_c1	NA	NA
anb	148406_1	39	17402	148406	anb_c1	NA	NA
anb	1131446_1	26	17403	1131446	anb_c1	NA	NA
anb	803766_1	26	17403	803766	anb_c1	NA	NA
anb	1786806_1	26	17406	1786806	anb_c1	NA	NA
anb	1053622_1	26	17407	1053622	anb_c1	NA	NA
anb	738230_1	26	17407	738230	anb_c1	NA	NA
anb	345014_1	26	17408	345014	anb_c1	NA	NA
anb	750518_1	26	17408	750518	anb_c1	NA	NA
anb	1708982_1	26	17409	1708982	anb_c1	NA	NA
anb	1422046_1	26	17414	1422046	anb_c1	NA	NA
anb	156382_1	24	17414	156382	anb_c1	NA	NA
anb	176862_1	38	17414	176862	anb_c1	NA	NA
anb	1454814_1	26	17415	1454814	anb_c1	NA	NA
anb	170206_1	39	17416	170206	anb_c1	NA	NA
anb	208350_1	38	17416	208350	anb_c1	NA	NA
anb	239838_1	39	17416	239838	anb_c1	NA	NA
anb	359574_1	24	17417	359574	anb_c1	NA	NA
anb	392342_1	26	17417	392342	anb_c1	NA	NA
inbo	2813697_1	52	17434	2813697	NA	2813697	circle: IV2017120113271520; square: IV2017120114192219
inbo	1348277_1	10	17438	1348277	NA	1348277	circle: IV2017120107565546; square: IV2017120108115051
inbo	1403657_2	10	17438	1403657	NA	1403657	circle: IV2017120109300668; square: IV2017120111004036
inbo	299701_1	10	17438	299701	NA	299701	circle: IV2017120108515000; square: IV2017120109032402
anb	1566166_1	26	17456	1566166	anb_c1	NA	NA
inbo	1829622_2	80	17666	1829622	NA	1829622	circle: IV2019010911142819; square: IV2019010911305760
anb	219694_1	106	17666	219694	anb_c1	NA	NA
anb	552537_2	103	17668	552537	anb_c1	NA	NA
anb	4122918_2	65	17669	4122918	anb_c1	NA	NA
anb	2841894_1	65	17673	2841894	anb_c1	NA	NA
anb	4351326_1	66	17673	4351326	anb_c1	NA	NA
anb	616665_2	103	17673	616665	anb_c1	NA	NA
anb	1132838_2	63	17674	1132838	anb_c1	NA	NA
anb	1478129_2	64	17674	1478129	anb_c1	NA	NA
anb	1685137_1	64	17674	1685137	anb_c1	NA	NA
anb	182054_1	63	17674	182054	anb_c1	NA	NA
anb	6448478_1	66	17675	6448478	anb_c1	NA	NA
anb	1163750_2	63	17676	1163750	anb_c1	NA	NA
anb	216118_1	63	17676	216118	anb_c1	NA	NA
anb	7759198_2	66	17676	7759198	anb_c1	NA	NA
anb	1375542_1	63	17680	1375542	anb_c1	NA	NA
anb	1549622_1	63	17680	1549622	anb_c1	NA	NA
anb	466745_2	103	17680	466745	anb_c1	NA	NA
anb	884022_2	63	17680	884022	anb_c1	NA	NA
inbo	107830_2	80	17681	107830	NA	107830	circle: IV2019020510392459; square: IV2019020510571326
anb	1227910_1	63	17681	1227910	anb_c1	NA	NA
inbo	1512886_2	80	17681	1512886	NA	1512886	circle: IV2019020512391292; square: IV2019020512553396
anb	1052582_1	63	17682	1052582	anb_c1	NA	NA
inbo	1627010_2	53	17682	1627010	NA	1627010	circle: IV2019031107334255; square: IV2019031107520890
inbo	1642233_2	55	17682	1642233	NA	1642233	circle: IV2019010208003898; square: IV2019010208185391
inbo	3134649_2	51	17682	3134649	NA	3134649	circle: IV2019010209232641; square: IV2019010209450232
inbo	8363961_2	55	17683	8363961	NA	8363961	circle: IV2019022114385849; square: IV2019022114510668
inbo	3424742_2	51	17686	3424742	NA	3424742	circle: IV2019022009580729; square: IV2019022010492413
inbo	9189270_1	55	17686	9189270	NA	9189270	circle: IV2019010215101106; square: IV2019010215472640
anb	1097222_2	63	17687	1097222	anb_c1	NA	NA
anb	1405382_1	63	17687	1405382	anb_c1	NA	NA
anb	1470918_1	63	17687	1470918	anb_c1	NA	NA
inbo	1634546_1	50	17687	1634546	NA	1634546	circle: IV2019030512211555; square: IV2019030512341370
inbo	2011870_2	82	17687	2011870	NA	2011870	circle: IV2019010315434974; square: IV2019010315520211
anb	23385_2	95	17687	23385	anb_c1	NA	NA
anb	516441_2	103	17687	516441	anb_c1	NA	NA
anb	1328710_2	63	17688	1328710	anb_c1	NA	NA
anb	1355014_1	63	17688	1355014	anb_c1	NA	NA
anb	1381569_1	63	17688	1381569	anb_c1	NA	NA
inbo	1498102_2	80	17688	1498102	NA	1498102	circle: IV2019010406260429; square: IV2019010406365884
anb	183734_1	63	17688	183734	anb_c1	NA	NA
anb	190902_2	63	17688	190902	anb_c1	NA	NA
inbo	6770678_1	51	17688	6770678	NA	6770678	circle: IV2019010218340961; square: IV2019010218475304
inbo	6792238_1	52	17688	6792238	NA	6792238	circle: IV2019010216252659; square: IV2019010216405649
anb	905190_1	63	17688	905190	anb_c1	NA	NA
anb	1397810_1	63	17689	1397810	anb_c1	NA	NA
anb	1504306_1	63	17689	1504306	anb_c1	NA	NA
anb	1529025_1	63	17689	1529025	anb_c1	NA	NA
inbo	1839666_1	80	17689	1839666	NA	1839666	circle: IV2019020509150134; square: IV2019020510153108
inbo	5408201_2	55	17689	5408201	NA	5408201	circle: IV2019012515324710; square: IV2019012515495181
anb	1260481_1	63	17690	1260481	anb_c1	NA	NA
anb	2645426_1	65	17690	2645426	anb_c1	NA	NA
inbo	3013714_2	45	17690	3013714	NA	3013714	circle: IV2019030514081723; square: IV2019030514375356
inbo	3275858_2	45	17690	3275858	NA	3275858	circle: IV2019030514525522; square: IV2019030515422067
anb	3811458_1	65	17690	3811458	anb_c1	NA	NA
anb	3906994_1	65	17690	3906994	anb_c1	NA	NA
anb	4868374_1	66	17690	4868374	anb_c1	NA	NA
anb	938262_1	63	17690	938262	anb_c1	NA	NA
anb	1023282_1	63	17693	1023282	anb_c1	NA	NA
anb	1175794_1	63	17693	1175794	anb_c1	NA	NA
anb	1266738_3	63	17693	1266738	anb_c1	NA	NA
anb	151318_1	63	17693	151318	anb_c1	NA	NA
anb	1547570_1	63	17693	1547570	anb_c1	NA	NA
anb	1820185_1	63	17693	1820185	anb_c1	NA	NA
anb	2934297_1	63	17693	2934297	anb_c1	NA	NA
anb	3120562_1	65	17693	3120562	anb_c1	NA	NA
anb	3956146_1	65	17693	3956146	anb_c1	NA	NA
anb	8669462_1	66	17693	8669462	anb_c1	NA	NA
inbo	1381569_2	51	17694	1381569	NA	1381569	circle: IV2019021214331564; square: IV2019021214520710
inbo	1392705_2	51	17694	1392705	NA	1392705	circle: IV2018121216433080; square: IV2018121218533825
inbo	1409089_2	51	17694	1409089	NA	1409089	circle: IV2018121816405213; square: IV2018121817031507
anb	2967065_2	64	17694	2967065	anb_c1	NA	NA
inbo	2981953_2	51	17694	2981953	NA	2981953	circle: IV2018121813400651; square: IV2018121814202946
anb	3821746_3	65	17694	3821746	anb_c1	NA	NA
inbo	4576306_1	55	17694	4576306	NA	4576306	circle: IV2019020811552696; square: IV2019020812125743
inbo	6528306_1	55	17694	6528306	NA	6528306	circle: IV2019021809433664; square: IV2019021811453524
anb	7148818_1	66	17694	7148818	anb_c1	NA	NA
inbo	81985_1	51	17694	81985	NA	81985	circle: IV2018121811574327; square: IV2018121812191520
inbo	9655346_1	55	17694	9655346	NA	9655346	circle: IV2019020810390261; square: IV2019020811023605
anb	1201345_1	63	17695	1201345	anb_c1	NA	NA
inbo	1249582_1	50	17695	1249582	NA	1249582	circle: IV2018121815134218; square: IV2018121815460288
inbo	1677870_2	82	17695	1677870	NA	1677870	circle: IV2019010406472400; square: IV2019010407103073
inbo	1887022_2	52	17695	1887022	NA	1887022	circle: IV2018121815572118; square: IV2018121816195764
inbo	3002670_1	51	17695	3002670	NA	3002670	circle: IV2018121814434064; square: IV2018121815031430
inbo	480306_1	55	17695	480306	NA	480306	circle: IV2019020910455730; square: IV2019020910570357
inbo	9131058_1	55	17695	9131058	NA	9131058	circle: IV2019021909195430; square: IV2019021909560725
anb	923209_1	63	17695	923209	anb_c1	NA	NA
anb	10622226_1	66	17696	10622226	anb_c1	NA	NA
inbo	1461001_2	10	17696	1461001	NA	1461001	circle: IV2019011414351048; square: IV2019011415092985
anb	1474033_2	66	17696	1474033	anb_c1	NA	NA
inbo	1667357_2	10	17696	1667357	NA	1667357	circle: IV2019010315193502; square: IV2019010315285888
anb	2440689_1	64	17696	2440689	anb_c1	NA	NA
inbo	6509618_1	55	17696	6509618	NA	6509618	circle: IV2019021912262072; square: IV2019021912454923
anb	1271122_2	63	17700	1271122	anb_c1	NA	NA
anb	1500498_1	65	17700	1500498	anb_c1	NA	NA
anb	1533266_1	63	17700	1533266	anb_c1	NA	NA
inbo	2447382_2	51	17700	2447382	NA	2447382	circle: IV2019010308222329; square: IV2019010308412535
inbo	6549737_2	55	17700	6549737	NA	6549737	circle: IV2019010218580676; square: IV2019010219091816
inbo	1107666_1	50	17701	1107666	NA	1107666	circle: IV2019031108122062; square: IV2019031108341174
inbo	1255122_1	50	17701	1255122	NA	1255122	circle: IV2019020716030884; square: IV2019020808585406
inbo	1269458_1	50	17701	1269458	NA	1269458	circle: IV2019020809404178; square: IV2019020809510944
anb	1512530_2	63	17701	1512530	anb_c1	NA	NA
inbo	7394534_1	55	17701	7394534	NA	7394534	circle: IV2019020612581446; square: IV2019020613402086
inbo	8705254_1	55	17701	8705254	NA	8705254	circle: IV2019020609412094; square: IV2019020612275238
anb	1300962_2	63	17702	1300962	anb_c1	NA	NA
anb	1542626_1	66	17702	1542626	anb_c1	NA	NA
anb	186850_1	63	17702	186850	anb_c1	NA	NA
inbo	8220722_2	55	17702	8220722	NA	8220722	circle: IV2019020714420536; square: IV2019020715455743
anb	12710_2	92	17704	12710	anb_c1	NA	NA
inbo	3405958_1	51	17707	3405958	NA	3405958	circle: IV2019022714201370; square: IV2019022715350593
anb	431494_1	106	17707	431494	anb_c1	NA	NA
anb	520582_2	92	17707	520582	anb_c1	NA	NA
inbo	6213542_2	55	17707	6213542	NA	6213542	circle: IV2019021914301511; square: IV2019021914494248
anb	346246_1	104	17708	346246	anb_c1	NA	NA
anb	36774_2	92	17708	36774	anb_c1	NA	NA
inbo	6529158_2	55	17708	6529158	NA	6529158	circle: IV2019022610090643; square: IV2019022612014191
inbo	1212382_2	52	17709	1212382	NA	1212382	circle: IV2019010306473673; square: IV2019010306500942
inbo	1254486_2	51	17709	1254486	NA	1254486	circle: IV2019022012091414; square: IV2019022012591316
inbo	1359838_1	52	17709	1359838	NA	1359838	circle: IV2019010219160277; square: IV2019010219295713
anb	20614_1	92	17709	20614	anb_c1	NA	NA
anb	298918_2	105	17709	298918	anb_c1	NA	NA
anb	3163010_1	65	17709	3163010	anb_c1	NA	NA
inbo	3351638_2	51	17709	3351638	NA	3351638	square: IV2019022011472738; circle: IV2019031509012165
inbo	3456990_1	51	17709	3456990	NA	3456990	circle: IV2019010307000537; square: IV2019010307573190
anb	4417666_1	65	17709	4417666	anb_c1	NA	NA
inbo	1338805_2	9	17710	1338805	NA	1338805	circle: IV2019010314291141; square: IV2019010314325267
inbo	1715637_2	10	17710	1715637	NA	1715637	circle: IV2019010314170327; square: IV2019010314210644
inbo	1872565_1	10	17710	1872565	NA	1872565	circle: IV2019010313212559; square: IV2019010313395896
inbo	1936821_2	10	17710	1936821	NA	1936821	circle: IV2019010314442127; square: IV2019010314495413
inbo	1945013_1	10	17710	1945013	NA	1945013	circle: IV2019010314572854; square: IV2019010315090270
anb	22726_1	98	17710	22726	anb_c1	NA	NA
anb	26822_1	98	17710	26822	anb_c1	NA	NA
anb	4256642_1	65	17710	4256642	anb_c1	NA	NA
anb	4502402_1	65	17710	4502402	anb_c1	NA	NA
anb	4633474_1	65	17710	4633474	anb_c1	NA	NA
inbo	1547265_1	10	17711	1547265	NA	1547265	circle: IV2019011414090895; square: IV2019011414294981
inbo	1750129_2	10	17711	1750129	NA	1750129	circle: IV2019011412165950; square: IV2019011413085987
inbo	1928193_1	10	17711	1928193	NA	1928193	circle: IV2019010312545285; square: IV2019010313083140
anb	23238_1	98	17711	23238	anb_c1	NA	NA
inbo	3273046_2	51	17714	3273046	NA	3273046	circle: IV2019022510115965; square: IV2019022510234996
inbo	3600726_2	51	17714	3600726	NA	3600726	circle: IV2019022514042696; square: IV2019022514294786
inbo	2637569_1	51	17715	2637569	NA	2637569	circle: IV2019012513495405; square: IV2019012514311759
anb	267513_1	103	17715	267513	anb_c1	NA	NA
inbo	1785525_2	10	17716	1785525	NA	1785525	circle: IV2019010311595752; square: IV2019010312172058
inbo	1830581_1	10	17716	1830581	NA	1830581	circle: IV2019010312332852; square: IV2019010312395304
anb	349433_1	102	17716	349433	anb_c1	NA	NA
anb	570886_1	94	17716	570886	anb_c1	NA	NA
inbo	1322614_1	80	17717	1322614	NA	1322614	circle: IV2019010407172748; square: IV2019010407330134
inbo	1761206_1	80	17717	1761206	NA	1761206	circle: IV2019013112081884; square: IV2019020110485762
inbo	1927030_1	80	17717	1927030	NA	1927030	circle: IV2019010408021541; square: IV2019010408132142
anb	3068802_1	65	17718	3068802	anb_c1	NA	NA
anb	3612546_1	65	17718	3612546	anb_c1	NA	NA
inbo	1258422_2	80	17722	1258422	NA	1258422	circle: IV2019020120070464; square: IV2019020120260519
inbo	1913782_1	80	17722	1913782	NA	1913782	circle: IV2019020111131657; square: IV2019020119240586
inbo	1037522_2	52	17724	1037522	NA	1037522	circle: IV2019030510151254; square: IV2019030510214992
inbo	1095890_2	52	17724	1095890	NA	1095890	circle: IV2019030509454267; square: IV2019030509590498
inbo	1135826_2	52	17724	1135826	NA	1135826	circle: IV2019030510462717; square: IV2019030510520410
inbo	1217746_2	52	17724	1217746	NA	1217746	circle: IV2019030506553128; square: IV2019030507115159
inbo	1414354_2	52	17724	1414354	NA	1414354	circle: IV2019030507344542; square: IV2019030507434490
inbo	1766326_2	82	17724	1766326	NA	1766326	circle: IV2019020415303598; square: IV2019020508032046
inbo	31_2	12	17728	10153777	NA	10153777_2120	circle: IV2019032212064389; square: IV2019032212131981
inbo	64_1	12	17728	10350385	NA	10350385_2120	circle: IV2019032208302341; square: IV2019032208584087
anb	128786_1	39	17730	128786	anb_c1	NA	NA
anb	1274486_1	26	17731	1274486	anb_c1	NA	NA
anb	808722_1	26	17731	808722	anb_c1	NA	NA
anb	1536630_1	26	17732	1536630	anb_c1	NA	NA
inbo	51_1	15	17732	10260273	NA	10260273_2130_hd	circle: IV2019021817083167; square: IV2019021817150496
anb	750198_1	26	17732	750198	anb_c1	NA	NA
inbo	1044273_1	15	17735	1044273	NA	1044273_2120	circle: IV2019022009260834; square: IV2019022011203333
anb	1471094_1	26	17735	1471094	anb_c1	NA	NA
inbo	95_1	18	17735	11530033	NA	11530033_2170	circle: IV2019021818015534; square: IV2019021818054897
inbo	98_1	22	17735	11923249	NA	11923249_2190_mp	circle: IV2019022112420450; square: IV2019022112451373
anb	1558738_1	26	17736	1558738	anb_c1	NA	NA
anb	317202_1	26	17736	317202	anb_c1	NA	NA
anb	1487798_1	24	17737	1487798	anb_c1	NA	NA
anb	182482_1	39	17737	182482	anb_c1	NA	NA
anb	112850_1	39	17738	112850	anb_c1	NA	NA
anb	260306_1	39	17739	260306	anb_c1	NA	NA
anb	163538_1	24	17742	163538	anb_c1	NA	NA
anb	1709266_1	26	17742	1709266	anb_c1	NA	NA
anb	216786_1	24	17742	216786	anb_c1	NA	NA
anb	294610_1	24	17742	294610	anb_c1	NA	NA
anb	347858_1	38	17742	347858	anb_c1	NA	NA
anb	360146_1	24	17742	360146	anb_c1	NA	NA
anb	397238_1	39	17742	397238	anb_c1	NA	NA
anb	1285330_1	26	17743	1285330	anb_c1	NA	NA
anb	1350866_1	26	17743	1350866	anb_c1	NA	NA
anb	1380278_1	24	17743	1380278	anb_c1	NA	NA
anb	200630_1	39	17743	200630	anb_c1	NA	NA
anb	236754_1	24	17743	236754	anb_c1	NA	NA
anb	285906_1	24	17743	285906	anb_c1	NA	NA
anb	302290_1	24	17743	302290	anb_c1	NA	NA
anb	154834_1	26	17744	154834	anb_c1	NA	NA
anb	1594578_1	26	17744	1594578	anb_c1	NA	NA
anb	179922_1	27	17744	179922	anb_c1	NA	NA
anb	229074_1	38	17744	229074	anb_c1	NA	NA
anb	245458_1	24	17744	245458	anb_c1	NA	NA
anb	267474_1	39	17744	267474	anb_c1	NA	NA
anb	310994_1	24	17744	310994	anb_c1	NA	NA
anb	333010_1	39	17744	333010	anb_c1	NA	NA
anb	387538_1	24	17744	387538	anb_c1	NA	NA
anb	141778_1	38	17745	141778	anb_c1	NA	NA
anb	1479890_1	26	17745	1479890	anb_c1	NA	NA
anb	169170_1	39	17745	169170	anb_c1	NA	NA
anb	216018_1	38	17745	216018	anb_c1	NA	NA
anb	272850_1	39	17745	272850	anb_c1	NA	NA
anb	281554_1	24	17745	281554	anb_c1	NA	NA
anb	322002_1	38	17745	322002	anb_c1	NA	NA
anb	330706_1	24	17745	330706	anb_c1	NA	NA
anb	347090_1	24	17745	347090	anb_c1	NA	NA
anb	103634_1	39	17746	103634	anb_c1	NA	NA
anb	174546_1	24	17746	174546	anb_c1	NA	NA
anb	196306_1	24	17746	196306	anb_c1	NA	NA
anb	207314_1	24	17746	207314	anb_c1	NA	NA
anb	289234_1	24	17746	289234	anb_c1	NA	NA
anb	300242_1	24	17746	300242	anb_c1	NA	NA
anb	338386_1	26	17746	338386	anb_c1	NA	NA
anb	191442_1	24	17749	191442	anb_c1	NA	NA
anb	256978_1	24	17749	256978	anb_c1	NA	NA
anb	265170_1	38	17749	265170	anb_c1	NA	NA
anb	289746_1	24	17749	289746	anb_c1	NA	NA
anb	330194_1	38	17749	330194	anb_c1	NA	NA
anb	1789878_1	38	17750	1789878	anb_c1	NA	NA
anb	199122_1	24	17750	199122	anb_c1	NA	NA
anb	217014_1	39	17750	217014	anb_c1	NA	NA
anb	338898_1	38	17750	338898	anb_c1	NA	NA
anb	116434_1	24	17751	116434	anb_c1	NA	NA
anb	1234130_1	39	17751	1234130	anb_c1	NA	NA
anb	165586_1	39	17751	165586	anb_c1	NA	NA
anb	233398_1	38	17751	233398	anb_c1	NA	NA
anb	296658_1	38	17751	296658	anb_c1	NA	NA
anb	300534_1	104	17751	300534	anb_c1	NA	NA
anb	316626_1	39	17751	316626	anb_c1	NA	NA
anb	206546_1	24	17752	206546	anb_c1	NA	NA
anb	275382_1	24	17752	275382	anb_c1	NA	NA
anb	684982_1	24	17752	684982	anb_c1	NA	NA
anb	381878_1	39	17753	381878	anb_c1	NA	NA
anb	1512374_1	39	17756	1512374	anb_c1	NA	NA
anb	258782_1	24	17756	258782	anb_c1	NA	NA
anb	881590_1	26	17756	881590	anb_c1	NA	NA
anb	1143734_1	39	17757	1143734	anb_c1	NA	NA
anb	160694_1	39	17757	160694	anb_c1	NA	NA
anb	230110_1	38	17757	230110	anb_c1	NA	NA
inbo	62_1	23	17757	10334001	NA	10334001_2190	circle: IV2019021810361306; square: IV2019021810403014
inbo	92_1	22	17757	10809137	NA	10809137_2190_mp	circle: IV2019022019283436; square: IV2019022019311405
inbo	94_1	22	17757	11071281	NA	11071281_2190_mp	circle: IV2019022111563297; square: IV2019022112005848
anb	947126_1	39	17757	947126	anb_c1	NA	NA
anb	1209270_1	26	17759	1209270	anb_c1	NA	NA
anb	1405878_1	26	17759	1405878	anb_c1	NA	NA
anb	1684406_1	24	17760	1684406	anb_c1	NA	NA
anb	635830_1	24	17760	635830	anb_c1	NA	NA
anb	92126_1	39	17760	92126	anb_c1	NA	NA
inbo	112_2	22	17763	16772913	NA	16772913_2190_mp	circle: IV2019022112142789; square: IV2019022112243061
inbo	11595569_2	15	17763	11595569	NA	11595569_2170	circle: IV2019021815154027; square: IV2019021815265092
anb	1381302_1	24	17763	1381302	anb_c1	NA	NA
anb	277214_1	38	17763	277214	anb_c1	NA	NA
inbo	102_2	22	17764	12431153	NA	12431153_2190_mp	circle: IV2019022019402585; square: IV2019022019432327
inbo	50_1	15	17764	10252081	NA	10252081_2130_hd	circle: IV2019022011461240; square: IV2019022011550085
anb	594870_1	39	17764	594870	anb_c1	NA	NA
anb	1012662_1	39	17765	1012662	anb_c1	NA	NA
anb	1078198_1	39	17765	1078198	anb_c1	NA	NA
anb	1274806_1	39	17766	1274806	anb_c1	NA	NA
anb	1536950_1	39	17766	1536950	anb_c1	NA	NA
inbo	40_1	15	17766	10186545_2130_hd	NA	10186545_2130_hd	circle: IV2019021811115306; square: IV2019021811185084
