"recording_givid";"user_reference";"location_code";"latitude";"longitude";"area";"survey_id";"name";"needs_work";"description";"vague_date_type";"vague_date_begin";"vague_date_end";"ID"
"IV2014030317013833";"BV13/260";"Schor van Ouden Doel Z  (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"2013-10-18";"2013-10-18";"ZSCPQ006"
"IV2014030317034587";"BV13/252";"Schor van Ouden Doel Z  (Schelde)";500;500;"25";21;"Classic";0;"Londo (1) volledig";"D";"2013-10-18";"2013-10-18";"ZSCPQ164"
"IV2014030409582414";"BV13/253";"Schor van Ouden Doel Z  (Schelde)";500;500;"25";21;"Classic";0;"Londo (1) volledig";"D";"2013-10-18";"2013-10-18";"ZSCPQ165"
"IV2014030410011682";"BV13/254";"Schor van Ouden Doel Z  (Schelde)";500;500;"25";21;"Classic";0;"Londo (1) volledig";"D";"2013-10-18";"2013-10-18";"ZSCPQ166"
"IV2014030410033210";"BV13/255";"Schor van Ouden Doel Z  (Schelde)";500;500;"25";21;"Classic";0;"Londo (1) volledig";"D";"2013-10-18";"2013-10-18";"ZSCPQ167"
"IV2014030410074586";"BV13/256";"Schor van Ouden Doel Z  (Schelde)";500;500;"25";21;"Classic";0;"Londo (1) volledig";"D";"2013-10-18";"2013-10-18";"ZSCPQ168"
"IV2014030410092819";"BV13/257";"Schor van Ouden Doel Z  (Schelde)";500;500;"25";21;"Classic";0;"Londo (1) volledig";"D";"2013-10-18";"2013-10-18";"ZSCPQ169"
"IV2014030410112373";"BV13/258";"Schor van Ouden Doel Z  (Schelde)";500;500;"25";21;"Classic";0;"Londo (1) volledig";"D";"2013-10-18";"2013-10-18";"ZSCPQ170"
"IV2014030410161165";"BV13/259";"Schor van Ouden Doel Z  (Schelde)";500;500;"25";21;"Classic";0;"Londo (1) volledig";"D";"2013-10-18";"2013-10-18";"ZSCPQ171"
"IV2014030411101491";"BV13/261";"Schor van Ouden Doel N  (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2013-10-18";"2013-10-18";"ZSCPQ176"
"IV2014030411130087";"BV13/262";"Schor van Ouden Doel N  (Schelde)";500;500;"3";21;"Classic";0;"Londo (1) volledig";"D";"2013-10-18";"2013-10-18";"ZSCPQ177"
"IV2014030411161844";"BV13/263";"Schor van Ouden Doel N  (Schelde)";500;500;"4";21;"Classic";0;"Londo (1) volledig";"D";"2013-10-18";"2013-10-18";"ZSCPQ178"
"IV2014030411195942";"BV13/264";"Schor van Ouden Doel N  (Schelde)";500;500;"4";21;"Classic";0;"Londo (1) volledig";"D";"2013-10-18";"2013-10-18";"ZSCPQ179"
"IV2014030411215613";"BV13/265";"Schor van Ouden Doel N  (Schelde)";500;500;"25";21;"Classic";0;"Londo (1) volledig";"D";"2013-10-19";"2013-10-19";"ZSCPQ172"
"IV2014030411242385";"BV13/266";"Schor van Ouden Doel N  (Schelde)";500;500;"25";21;"Classic";0;"Londo (1) volledig";"D";"2013-10-19";"2013-10-19";"ZSCPQ173"
"IV2014030411281773";"BV13/267";"Schor van Ouden Doel N  (Schelde)";500;500;"25";21;"Classic";0;"Londo (1) volledig";"D";"2013-10-19";"2013-10-19";"ZSCPQ174"
"IV2014030411305777";"BV13/268";"Schor van Ouden Doel N  (Schelde)";500;500;"25";21;"Classic";0;"Londo (1) volledig";"D";"2013-10-19";"2013-10-19";"ZSCPQ175"
"IV2014030411342143";"BV13/272";"Schor van Ouden Doel N  (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2013-10-19";"2013-10-19";"ZSCPQ180"
"IV2014030411471814";"BV13/271";"Schor van Ouden Doel N  (Schelde)";500;500;"8";21;"Classic";0;"Londo (1) volledig";"D";"2013-10-19";"2013-10-19";"ZSCPQ181"
"IV2014030411513397";"BV13/270";"Schor van Ouden Doel N  (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2013-10-19";"2013-10-19";"ZSCPQ182"
"IV2014030411544520";"BV13/269";"Schor van Ouden Doel N  (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2013-10-19";"2013-10-19";"ZSCPQ183"
"IV2014033112434570";"BV13/026";"Heusden LO (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2013-08-28";"2013-08-28";"ZSCPQ286"
"IV2014033112474265";"BV13/027";"Heusden LO (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2013-08-28";"2013-08-28";"ZSCPQ287"
"IV2014033112513487";"BV13/028";"Heusden LO (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2013-08-28";"2013-08-28";"ZSCPQ289"
"IV2014033114115274";"BV13/029";"Heusden LO (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2013-08-28";"2013-08-28";"ZSCPQ288"
"IV2014033114210259";"BV13/030";"Heusden LO (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2013-08-28";"2013-08-28";"ZSCPQ290"
"IV2014033116170940";"BV13/031";"Heusden LO (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2013-08-28";"2013-08-28";"ZSCPQ291"
"IV2014033116265963";"BV13/032";"Heusden LO (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2013-08-28";"2013-08-28";"ZSCPQ292"
"IV2014033117235496";"BV13/033";"Heusden LO (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2013-08-28";"2013-08-28";"ZSCPQ293"
"IV2014060413361667";"BV13/196";"Ketenissepolder N (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2013-10-09";"2013-10-09";"ZSCPQ231"
"IV2014060413400162";"BV13/197";"Ketenissepolder N (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2013-10-09";"2013-10-09";"ZSCPQ232"
"IV2014061809353697";"BV13/034";"Heusden LO (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2013-08-28";"2013-08-28";"ZSCPQ294"
"IV2014061809390656";"BV13/035";"Heusden LO (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2013-08-28";"2013-08-28";"ZSCPQ295"
"IV2014061910205811";"BV13/036";"Heusden LO (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2013-08-28";"2013-08-28";"ZSCPQ296"
"IV2014061910495501";"BV13/037";"Heusden LO (NOP) (Schelde)";500;500;"64";21;"Classic";0;"Londo (1) volledig";"D";"2013-08-28";"2013-08-28";"ZSCPQ297"
"IV2014062012014346";"BV13/038";"Heusden LO (NOP) (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"2013-09-03";"2013-09-03";"ZSCPQ301"
"IV2014062012102363";"BV13/039";"Heusden LO (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2013-09-03";"2013-09-03";"ZSCPQ300"
"IV2014062012212019";"BV13/040";"Heusden LO (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2013-09-03";"2013-09-03";"ZSCPQ299"
"IV2014062012262379";"BV13/041";"Heusden LO (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2013-09-03";"2013-09-03";"ZSCPQ298"
"IV2014062409483411";"BV13/042";"Paddebeek (NOP) (Schelde)";500;500;"4";21;"Classic";0;"Londo (1) volledig";"D";"2013-09-06";"2013-09-06";"ZSCPQ260"
"IV2014062410045802";"BV13/043";"Paddebeek (NOP) (Schelde)";500;500;"4";21;"Classic";0;"Londo (1) volledig";"D";"2013-09-06";"2013-09-06";"ZSCPQ261"
"IV2014062416344139";"BV13/044";"Paddebeek (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2013-09-06";"2013-09-06";"ZSCPQ262"
"IV2014062416371489";"BV13/045";"Paddebeek (NOP) (Schelde)";500;500;"8";21;"Classic";0;"Londo (1) volledig";"D";"2013-09-06";"2013-09-06";"ZSCPQ263"
"IV2014062416401991";"BV13/046";"Paddebeek (NOP) (Schelde)";500;500;"8";21;"Classic";0;"Londo (1) volledig";"D";"2013-09-06";"2013-09-06";"ZSCPQ268"
"IV2014062416464573";"BV13/047";"Paddebeek (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2013-09-06";"2013-09-06";"ZSCPQ267"
"IV2014062416484382";"BV13/048";"Paddebeek (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2013-09-06";"2013-09-06";"ZSCPQ266"
"IV2014062416581286";"BV13/049";"Paddebeek (NOP) (Schelde)";500;500;"4";21;"Classic";0;"Londo (1) volledig";"D";"2013-09-06";"2013-09-06";"ZSCPQ265"
"IV2014062417020824";"BV13/050";"Paddebeek (NOP) (Schelde)";500;500;"4";21;"Classic";0;"Londo (1) volledig";"D";"2013-09-06";"2013-09-06";"ZSCPQ264"
"IV2014062510105682";"BV13/051";"Paddebeek (NOP) (Schelde)";500;500;"4";21;"Classic";0;"Londo (1) volledig";"D";"2013-09-06";"2013-09-06";"ZSCPQ269"
"IV2014062510185815";"BV13/052";"Paddebeek (NOP) (Schelde)";500;500;"4";21;"Classic";0;"Londo (1) volledig";"D";"2013-09-06";"2013-09-06";"ZSCPQ270"
"IV2014062510223324";"BV13/053";"Paddebeek (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2013-09-06";"2013-09-06";"ZSCPQ271"
"IV2014062510253598";"BV13/054";"Paddebeek (NOP) (Schelde)";500;500;"8";21;"Classic";0;"Londo (1) volledig";"D";"2013-09-09";"2013-09-09";"ZSCPQ272"
"IV2014092313550462";"LDL95/155";"Kijkverdriet (Schelde)";500;500;"92";21;"Classic";0;"Londo (1) volledig";"D";"1995-10-03";"1995-10-03";"ZSCPQ155"
"IV2014092314083739";"LDL95/119";"Notelaar (Schelde)";500;500;"750";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-28";"1995-08-28";"ZSCPQ119"
"IV2014092314330438";"LDL95/83";"Notelaar (Schelde)";500;500;"80";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-14";"1995-08-14";"ZSCPQ083"
"IV2014092314520483";"LDL95/84";"Notelaar (Schelde)";500;500;"35";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-14";"1995-08-14";"ZSCPQ084"
"IV2014092315052470";"LDL95/85";"Notelaar (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-14";"1995-08-14";"ZSCPQ085"
"IV2014092315165038";"LDL95/86";"Notelaar (Schelde)";500;500;"21";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-14";"1995-08-14";"ZSCPQ086"
"IV2014092315482236";"LDL95/121";"Notelaar (Schelde)";500;500;"300";21;"Classic";0;"Londo (1) volledig";"D";"1995-09-01";"1995-09-01";"ZSCPQ121"
"IV2014092316054851";"LDL95/122";"Notelaar (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-09-01";"1995-09-01";"ZSCPQ122"
"IV2014092316251615";"LDL95/52";"Konkelschoor (Schelde)";500;500;"40";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-02";"1995-08-02";"ZSCPQ052"
"IV2014092316355716";"LDL95/53";"Konkelschoor (Schelde)";500;500;"99";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-02";"1995-08-02";"ZSCPQ053"
"IV2014092508532954";"LDL95/54";"Brede Schoren (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-02";"1995-08-02";"ZSCPQ054"
"IV2014092509122751";"LDL95/55";"Brede Schoren (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-02";"1995-08-02";"ZSCPQ055"
"IV2014092509194459";"LDL95/56";"Brede Schoren (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-02";"1995-08-02";"ZSCPQ056"
"IV2014092509315410";"LDL95/57";"Schor van Zele (Schelde)";500;500;"49";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-02";"1995-08-02";"ZSCPQ057"
"IV2014092510000741";"LDL95/58";"Schor van Zele (Schelde)";500;500;"108";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-02";"1995-08-02";"ZSCPQ058"
"IV2014092510131574";"LDL95/59";"Schor van Zele (Schelde)";500;500;"54";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-02";"1995-08-02";"ZSCPQ059"
"IV2014092510170634";"LDL95/60";"Groot Schoor van Grembergen (Schelde)";500;500;"60";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-03";"1995-08-03";"ZSCPQ060"
"IV2014092510293231";"LDL95/61";"Pottelbergschor (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-03";"1995-08-03";"ZSCPQ061"
"IV2014092510442212";"LDL95/62";"Pottelbergschor (Schelde)";500;500;"70";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-03";"1995-08-03";"ZSCPQ062"
"IV2014092510560513";"LDL95/63";"Pottelbergschor (Schelde)";500;500;"30";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-03";"1995-08-03";"ZSCPQ063"
"IV2014092511064181";"LDL95/64";"Schor van Vlassenbroek O (Schelde)";500;500;"48";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-09";"1995-08-09";"ZSCPQ064"
"IV2014092511313959";"LDL95/65";"Schor van Vlassenbroek O (Schelde)";500;500;"42";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-09";"1995-08-09";"ZSCPQ065"
"IV2014092511400109";"LDL95/66";"Schor van Vlassenbroek O (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-09";"1995-08-09";"ZSCPQ066"
"IV2014092511554745";"LDL95/67";"Schor van Vlassenbroek O (Schelde)";500;500;"24";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-09";"1995-08-09";"ZSCPQ067"
"IV2014092908495556";"LDL95/68";"Schor van Vlassenbroek O (Schelde)";500;500;"70";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-09";"1995-08-09";"ZSCPQ068"
"IV2014092908560726";"LDL95/69";"Schor van Vlassenbroek O (Schelde)";500;500;"70";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-09";"1995-08-09";"ZSCPQ069"
"IV2014092909132443";"LDL95/70";"t Stort bij Weert (Schelde)";500;500;"28";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-10";"1995-08-10";"ZSCPQ070"
"IV2014092909265572";"LDL95/71";"t Stort bij Weert (Schelde)";500;500;"35.75";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-10";"1995-08-10";"ZSCPQ071"
"IV2014092909372128";"LDL95/72";"t Stort bij Weert (Schelde)";500;500;"80";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-10";"1995-08-10";"ZSCPQ072"
"IV2014092909493634";"LDL95/73";"t Stort bij Weert (Schelde)";500;500;"60";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-10";"1995-08-10";"ZSCPQ073"
"IV2014092910023849";"LDL95/74";"Schor bij Branst (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-10";"1995-08-10";"ZSCPQ074"
"IV2014092910130505";"LDL95/75";"Schor bij Branst (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-10";"1995-08-10";"ZSCPQ075"
"IV2014092910241882";"LDL95/76";"Schor bij Branst (Schelde)";500;500;"49.50";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-11";"1995-08-11";"ZSCPQ076"
"IV2014092910445804";"LDL95/77";"Schor bij Branst (Schelde)";500;500;"55";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-11";"1995-08-11";"ZSCPQ077"
"IV2014092910531715";"LDL95/78";"Schor bij Branst (Schelde)";500;500;"29.75";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-11";"1995-08-11";"ZSCPQ078"
"IV2014092911050471";"LDL95/79";"Schor bij Branst (Schelde)";500;500;"24";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-11";"1995-08-11";"ZSCPQ079"
"IV2014092911153994";"LDL95/80";"Schor van Mariekerke (Schelde)";500;500;"48";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-11";"1995-08-11";"ZSCPQ080"
"IV2014092911234904";"LDL95/81";"Schor van Mariekerke (Schelde)";500;500;"60";21;"Classic";1;"Londo (1) volledig";"D";"1995-08-11";"1995-08-11";"ZSCPQ081"
"IV2014092911422470";"LDL95/82";"St-Amandsschoor (Schelde)";500;500;"60";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-11";"1995-08-11";"ZSCPQ082"
"IV2014092911534697";"LDL95/87";"KBR schor ten N van Barbierbeek (Schelde)";500;500;"60";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-16";"1995-08-16";"ZSCPQ087"
"IV2014092913362040";"LDL95/88";"KBR schor ten N van Barbierbeek (Schelde)";500;500;"60";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-16";"1995-08-16";"ZSCPQ088"
"IV2014092914041017";"LDL95/89";"KBR schor ten N van Barbierbeek (Schelde)";500;500;"60";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-16";"1995-08-16";"ZSCPQ089"
"IV2014092914193315";"LDL95/90";"KBR schor ten N van Barbierbeek (Schelde)";500;500;"60";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-16";"1995-08-16";"ZSCPQ090"
"IV2014092914334935";"LDL95/91";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";500;500;"90";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-16";"1995-08-16";"ZSCPQ091"
"IV2014092915061501";"LDL95/92";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-16";"1995-08-16";"ZSCPQ092"
"IV2014092915222840";"LDL95/93";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-16";"1995-08-16";"ZSCPQ093"
"IV2014092915530638";"LDL95/94";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-17";"1995-08-17";"ZSCPQ094"
"IV2014092916075303";"LDL95/95";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-17";"1995-08-17";"ZSCPQ095"
"IV2014092916194215";"LDL95/96";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-17";"1995-08-17";"ZSCPQ096"
"IV2014092916371366";"LDL95/97";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-17";"1995-08-17";"ZSCPQ097"
"IV2014093008545189";"LDL95/98";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-17";"1995-08-17";"ZSCPQ098"
"IV2014093009020874";"LDL95/99";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-17";"1995-08-17";"ZSCPQ099"
"IV2014093009122383";"LDL95/100";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-17";"1995-08-17";"ZSCPQ100"
"IV2014093009223042";"LDL95/101";"KBR schor ten Z van Kallebeek (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-18";"1995-08-18";"ZSCPQ101"
"IV2014093009361995";"LDL95/102";"KBR schor ten Z van Kallebeek (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-18";"1995-08-18";"ZSCPQ102"
"IV2014093009544598";"LDL95/103";"KBR schor ten Z van Kallebeek (Schelde)";500;500;"65";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-18";"1995-08-18";"ZSCPQ103"
"IV2014093010051040";"LDL95/104";"KBR schor ten Z van Kallebeek (Schelde)";500;500;"80";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-18";"1995-08-18";"ZSCPQ104"
"IV2014093010193856";"LDL95/105";"KBR schor ten Z van Kallebeek (Schelde)";500;500;"90";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-21";"1995-08-21";"ZSCPQ105"
"IV2014093010232357";"LDL95/106";"KBR schor ten Z van Kallebeek (Schelde)";500;500;"50";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-21";"1995-08-21";"ZSCPQ106"
"IV2014093010361888";"LDL95/107";"KBR schor ten Z van Kallebeek (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-20";"1995-08-20";"ZSCPQ107"
"IV2014093011023285";"LDL95/108";"KBR schor ten Z van Kallebeek (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-20";"1995-08-20";"ZSCPQ108"
"IV2014093011073097";"LDL95/109";"KBR schor ten Z van Kallebeek (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-20";"1995-08-20";"ZSCPQ109"
"IV2014093011164642";"LDL95/110";"Groot Schoor van Hamme (Schelde)";500;500;"40";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-22";"1995-08-22";"ZSCPQ110"
"IV2014093011263982";"LDL95/111";"Groot Schoor van Hamme (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-22";"1995-08-22";"ZSCPQ111"
"IV2014093011432533";"LDL95/112";"Groot Schoor van Hamme (Schelde)";500;500;"";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-22";"1995-08-22";"ZSCPQ112"
"IV2014093011513937";"LDL95/113";"Schor aan Durmemonding (Schelde)";500;500;"80";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-22";"1995-08-22";"ZSCPQ113"
"IV2014093013133269";"LDL95/114";"Veer Driegoten - Temsebrug (Schelde)";500;500;"80";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-22";"1995-08-22";"ZSCPQ114"
"IV2014093013451039";"LDL95/115";"KBR schor ten Z van Kallebeek (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-23";"1995-08-23";"ZSCPQ115"
"IV2014093014105585";"LDL95/116";"KBR schor ten Z van Kallebeek (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-23";"1995-08-23";"ZSCPQ116"
"IV2014093014234959";"LDL95/117";"KBR schor ten Z van Kallebeek (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-23";"1995-08-23";"ZSCPQ117"
"IV2014093014381720";"LDL95/118";"Durme5";500;500;"60";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-23";"1995-08-23";"ZSCPQ118"
"IV2014093015031050";"LDL95/120";"Schor van Mariekerke (Schelde)";500;500;"400";21;"Classic";0;"Londo (1) volledig";"D";"1995-08-28";"1995-08-28";"ZSCPQ120"
"IV2014093015235050";"LDL95/123";"Notelaar (Schelde)";500;500;"400";21;"Classic";0;"Londo (1) volledig";"D";"1995-09-01";"1995-09-01";"ZSCPQ123"
"IV2014093015403871";"LDL95/124";"Notelaar (Schelde)";500;500;"200";21;"Classic";0;"Londo (1) volledig";"D";"1995-09-01";"1995-09-01";"ZSCPQ124"
"IV2014093016085893";"LDL95/125";"Notelaar (Schelde)";500;500;"400";21;"Classic";0;"Londo (1) volledig";"D";"1995-09-01";"1995-09-01";"ZSCPQ125"
"IV2014093016274790";"LDL95/126";"Notelaar (Schelde)";500;500;"250";21;"Classic";0;"Londo (1) volledig";"D";"1995-09-06";"1995-09-06";"ZSCPQ126"
"IV2014093016433867";"LDL95/127";"Temsebrug (Schelde)";500;500;"340";21;"Classic";0;"Londo (1) volledig";"D";"1995-09-06";"1995-09-06";"ZSCPQ127"
"IV2014100209045929";"LDL95/128";"Schor bij Branst (Schelde)";500;500;"400";21;"Classic";0;"Londo (1) volledig";"D";"1995-09-08";"1995-09-08";"ZSCPQ128"
"IV2014100209272864";"LDL95/129";"Schor bij Branst (Schelde)";500;500;"400";21;"Classic";0;"Londo (1) volledig";"D";"1995-09-06";"1995-09-06";"ZSCPQ129"
"IV2014100209440695";"LDL95/130";"Schor bij Branst (Schelde)";500;500;"400";21;"Classic";0;"Londo (1) volledig";"D";"1995-09-12";"1995-09-12";"ZSCPQ130"
"IV2014100210040529";"LDL95/131";"t Stort bij Weert (Schelde)";500;500;"400";21;"Classic";0;"Londo (1) volledig";"D";"1995-09-12";"1995-09-12";"ZSCPQ131"
"IV2014100210181517";"LDL95/132";"t Stort bij Weert (Schelde)";500;500;"400";21;"Classic";0;"Londo (1) volledig";"D";"1995-09-12";"1995-09-12";"ZSCPQ132"
"IV2014100210295441";"LDL95/133";"Schor van Mariekerke (Schelde)";500;500;"400";21;"Classic";0;"Londo (1) volledig";"D";"1995-09-12";"1995-09-12";"ZSCPQ133"
"IV2014100211230864";"LDL95/134";"Schor van Mariekerke (Schelde)";500;500;"380";21;"Classic";0;"Londo (1) volledig";"D";"1995-09-12";"1995-09-12";"ZSCPQ134"
"IV2014100211365571";"LDL95/135";"St-Amandsschoor (Schelde)";500;500;"200";21;"Classic";0;"Londo (1) volledig";"D";"1995-09-14";"1995-09-14";"ZSCPQ135"
"IV2014100211514971";"LDL95/136";"St-Amandsschoor (Schelde)";500;500;"200";21;"Classic";0;"Londo (1) volledig";"D";"1995-09-14";"1995-09-14";"ZSCPQ136"
"IV2014100212054626";"LDL95/137";"St-Amandsschoor (Schelde)";500;500;"200";21;"Classic";0;"Londo (1) volledig";"D";"1995-09-14";"1995-09-14";"ZSCPQ137"
"IV2014100608450655";"LDL95/138";"St-Amandsschoor (Schelde)";500;500;"300";21;"Classic";0;"Londo (1) volledig";"D";"1995-09-14";"1995-09-14";"ZSCPQ138"
"IV2014100608563115";"LDL95/139";"Appelschor (Schelde)";500;500;"88";21;"Classic";0;"Londo (1) volledig";"D";"1995-09-21";"1995-09-21";"ZSCPQ139"
"IV2014100609195535";"LDL95/140";"Appelschor (Schelde)";500;500;"120";21;"Classic";0;"Londo (1) volledig";"D";"1995-09-21";"1995-09-21";"ZSCPQ140"
"IV2014100609392228";"LDL95/141";"Pottelbergschor (Schelde)";500;500;"100";21;"Classic";0;"Londo (1) volledig";"D";"1995-09-21";"1995-09-21";"ZSCPQ141"
"IV2014100609552068";"LDL95/142";"Schor van Zele (Schelde)";500;500;"200";21;"Classic";0;"Londo (1) volledig";"D";"1995-09-22";"1995-09-22";"ZSCPQ142"
"IV2014100610371352";"LDL95/143";"Pottelbergschor (Schelde)";500;500;"300";21;"Classic";0;"Londo (1) volledig";"D";"1995-09-21";"1995-09-21";"ZSCPQ143"
"IV2014100611042414";"LDL95/144";"Schor van Zele (Schelde)";500;500;"400";21;"Classic";0;"Londo (1) volledig";"D";"1995-09-22";"1995-09-22";"ZSCPQ144"
"IV2014100611214378";"LDL95/145";"Schor van Zele (Schelde)";500;500;"400";21;"Classic";0;"Londo (1) volledig";"D";"1995-09-22";"1995-09-22";"ZSCPQ145"
"IV2014100611345220";"LDL95/146";"Groot Schoor van Grembergen (Schelde)";500;500;"225";21;"Classic";0;"Londo (1) volledig";"D";"1995-09-22";"1995-09-22";"ZSCPQ146"
