"recording_givid";"location_code";"layer_code";"cover_code"
"IV2013112513461255";"Schor van Vlassenbroek O (Schelde)";"SH";"12"
"IV2013112513461255";"Schor van Vlassenbroek O (Schelde)";"STR";"70"
"IV2013112513461255";"Schor van Vlassenbroek O (Schelde)";"TOT";"99"
"IV2013112513515000";"Schor van Vlassenbroek O (Schelde)";"KH";"95"
"IV2013112513515000";"Schor van Vlassenbroek O (Schelde)";"STR";"80"
"IV2013112513515000";"Schor van Vlassenbroek O (Schelde)";"TOT";"99"
"IV2013112513523945";"Groot Schoor van Grembergen (Schelde)";"KH";"90"
"IV2013112513523945";"Groot Schoor van Grembergen (Schelde)";"STR";"80"
"IV2013112513523945";"Groot Schoor van Grembergen (Schelde)";"TOT";"99"
"IV2013112513553865";"Groot Schoor van Grembergen (Schelde)";"AL";"1"
"IV2013112513553865";"Groot Schoor van Grembergen (Schelde)";"KH";"50"
"IV2013112513553865";"Groot Schoor van Grembergen (Schelde)";"MO";"1"
"IV2013112513553865";"Groot Schoor van Grembergen (Schelde)";"SH";"65"
"IV2013112513553865";"Groot Schoor van Grembergen (Schelde)";"STR";"50"
"IV2013112513553865";"Groot Schoor van Grembergen (Schelde)";"TOT";"99"
"IV2013112514102708";"Groot Schoor van Grembergen (Schelde)";"AL";"1"
"IV2013112514102708";"Groot Schoor van Grembergen (Schelde)";"KH";"50"
"IV2013112514102708";"Groot Schoor van Grembergen (Schelde)";"MO";"1"
"IV2013112514102708";"Groot Schoor van Grembergen (Schelde)";"SH";"55"
"IV2013112514102708";"Groot Schoor van Grembergen (Schelde)";"STR";"80"
"IV2013112514102708";"Groot Schoor van Grembergen (Schelde)";"TOT";"99"
"IV2013112514145313";"Groot Schoor van Grembergen (Schelde)";"KH";"85"
"IV2013112514145313";"Groot Schoor van Grembergen (Schelde)";"SH";"35"
"IV2013112514145313";"Groot Schoor van Grembergen (Schelde)";"STR";"70"
"IV2013112514145313";"Groot Schoor van Grembergen (Schelde)";"TOT";"99"
"IV2013112514191156";"De Fles (Schelde)";"AL";"1"
"IV2013112514191156";"De Fles (Schelde)";"BH";"60"
"IV2013112514191156";"De Fles (Schelde)";"KH";"35"
"IV2013112514191156";"De Fles (Schelde)";"MO";"2"
"IV2013112514191156";"De Fles (Schelde)";"SH";"15"
"IV2013112514191156";"De Fles (Schelde)";"STR";"50"
"IV2013112514191156";"De Fles (Schelde)";"TOT";"99"
"IV2013112514444162";"De Fles (Schelde)";"BH";"70"
"IV2013112514444162";"De Fles (Schelde)";"KH";"40"
"IV2013112514444162";"De Fles (Schelde)";"MO";"3"
"IV2013112514444162";"De Fles (Schelde)";"SH";"40"
"IV2013112514444162";"De Fles (Schelde)";"STR";"50"
"IV2013112514444162";"De Fles (Schelde)";"TOT";"95"
"IV2013112514541496";"De Fles (Schelde)";"BH";"45"
"IV2013112514541496";"De Fles (Schelde)";"KH";"35"
"IV2013112514541496";"De Fles (Schelde)";"MO";"1"
"IV2013112514541496";"De Fles (Schelde)";"SH";"70"
"IV2013112514541496";"De Fles (Schelde)";"STR";"80"
"IV2013112514541496";"De Fles (Schelde)";"TOT";"99"
"IV2013112609280574";"Groot Schoor van Hamme (Schelde)";"KH";"85"
"IV2013112609280574";"Groot Schoor van Hamme (Schelde)";"SH";"25"
"IV2013112609280574";"Groot Schoor van Hamme (Schelde)";"STR";"40"
"IV2013112609280574";"Groot Schoor van Hamme (Schelde)";"TOT";"99"
"IV2013112609322182";"Groot Schoor van Hamme (Schelde)";"KH";"80"
"IV2013112609322182";"Groot Schoor van Hamme (Schelde)";"SH";"22"
"IV2013112609322182";"Groot Schoor van Hamme (Schelde)";"STR";"60"
"IV2013112609322182";"Groot Schoor van Hamme (Schelde)";"TOT";"99"
"IV2013112609331731";"Groot Schoor van Hamme (Schelde)";"KH";"95"
"IV2013112609331731";"Groot Schoor van Hamme (Schelde)";"SH";"1"
"IV2013112609331731";"Groot Schoor van Hamme (Schelde)";"STR";"80"
"IV2013112609331731";"Groot Schoor van Hamme (Schelde)";"TOT";"100"
"IV2013112609404978";"Groot Schoor van Hamme (Schelde)";"KH";"95"
"IV2013112609404978";"Groot Schoor van Hamme (Schelde)";"STR";"80"
"IV2013112609404978";"Groot Schoor van Hamme (Schelde)";"TOT";"100"
"IV2013112609480584";"Groot Schoor van Hamme (Schelde)";"AL";"1"
"IV2013112609480584";"Groot Schoor van Hamme (Schelde)";"BH";"50"
"IV2013112609480584";"Groot Schoor van Hamme (Schelde)";"KH";"60"
"IV2013112609480584";"Groot Schoor van Hamme (Schelde)";"MO";"1"
"IV2013112609480584";"Groot Schoor van Hamme (Schelde)";"SH";"3"
"IV2013112609480584";"Groot Schoor van Hamme (Schelde)";"STR";"50"
"IV2013112609480584";"Groot Schoor van Hamme (Schelde)";"TOT";"95"
"IV2013112609491469";"Groot Schoor van Hamme (Schelde)";"KH";"40"
"IV2013112609491469";"Groot Schoor van Hamme (Schelde)";"MO";"1"
"IV2013112609491469";"Groot Schoor van Hamme (Schelde)";"SH";"65"
"IV2013112609491469";"Groot Schoor van Hamme (Schelde)";"STR";"80"
"IV2013112609491469";"Groot Schoor van Hamme (Schelde)";"TOT";"100"
"IV2013112609561530";"Schor bij Gespoelde put (Schelde)";"KH";"85"
"IV2013112609561530";"Schor bij Gespoelde put (Schelde)";"SH";"20"
"IV2013112609561530";"Schor bij Gespoelde put (Schelde)";"STR";"60"
"IV2013112609561530";"Schor bij Gespoelde put (Schelde)";"TOT";"99"
"IV2013112610013249";"Schor bij Gespoelde put (Schelde)";"KH";"90"
"IV2013112610013249";"Schor bij Gespoelde put (Schelde)";"SH";"1"
"IV2013112610013249";"Schor bij Gespoelde put (Schelde)";"STR";"70"
"IV2013112610013249";"Schor bij Gespoelde put (Schelde)";"TOT";"99"
"IV2013112610022030";"Bunt (Durme)";"KH";"100"
"IV2013112610022030";"Bunt (Durme)";"STR";"60"
"IV2013112610022030";"Bunt (Durme)";"TOT";"100"
"IV2013112610235133";"St-Amandsschoor (Schelde)";"KH";"95"
"IV2013112610235133";"St-Amandsschoor (Schelde)";"STR";"30"
"IV2013112610235133";"St-Amandsschoor (Schelde)";"TOT";"99"
"IV2013112610251632";"St-Amandsschoor (Schelde)";"KH";"95"
"IV2013112610251632";"St-Amandsschoor (Schelde)";"SH";"1"
"IV2013112610251632";"St-Amandsschoor (Schelde)";"STR";"40"
"IV2013112610251632";"St-Amandsschoor (Schelde)";"TOT";"99"
"IV2013112610383561";"St-Amandsschoor (Schelde)";"BH";"15"
"IV2013112610383561";"St-Amandsschoor (Schelde)";"KH";"65"
"IV2013112610383561";"St-Amandsschoor (Schelde)";"MO";"3"
"IV2013112610383561";"St-Amandsschoor (Schelde)";"SH";"50"
"IV2013112610383561";"St-Amandsschoor (Schelde)";"STR";"50"
"IV2013112610383561";"St-Amandsschoor (Schelde)";"TOT";"99"
"IV2013112610432260";"St-Amandsschoor (Schelde)";"BH";"50"
"IV2013112610432260";"St-Amandsschoor (Schelde)";"KH";"65"
"IV2013112610432260";"St-Amandsschoor (Schelde)";"MO";"1"
"IV2013112610432260";"St-Amandsschoor (Schelde)";"SH";"40"
"IV2013112610432260";"St-Amandsschoor (Schelde)";"STR";"50"
"IV2013112610432260";"St-Amandsschoor (Schelde)";"TOT";"95"
"IV2013112610573981";"St-Amandsschoor (Schelde)";"KH";"80"
"IV2013112610573981";"St-Amandsschoor (Schelde)";"SH";"45"
"IV2013112610573981";"St-Amandsschoor (Schelde)";"STR";"80"
"IV2013112610573981";"St-Amandsschoor (Schelde)";"TOT";"100"
"IV2013112611030930";"Schor aan Durmemonding (Schelde)";"BH";"20"
"IV2013112611030930";"Schor aan Durmemonding (Schelde)";"KH";"95"
"IV2013112611030930";"Schor aan Durmemonding (Schelde)";"STR";"70"
"IV2013112611030930";"Schor aan Durmemonding (Schelde)";"TOT";"99"
"IV2013112611060545";"Schor aan Durmemonding (Schelde)";"KH";"95"
"IV2013112611060545";"Schor aan Durmemonding (Schelde)";"SH";"1"
"IV2013112611060545";"Schor aan Durmemonding (Schelde)";"STR";"70"
"IV2013112611060545";"Schor aan Durmemonding (Schelde)";"TOT";"99"
"IV2013112611085932";"Schor aan Durmemonding (Schelde)";"KH";"100"
"IV2013112611085932";"Schor aan Durmemonding (Schelde)";"STR";"80"
"IV2013112611085932";"Schor aan Durmemonding (Schelde)";"TOT";"100"
"IV2013112611103422";"Schor aan Durmemonding (Schelde)";"BH";"2"
"IV2013112611103422";"Schor aan Durmemonding (Schelde)";"KH";"95"
"IV2013112611103422";"Schor aan Durmemonding (Schelde)";"STR";"80"
"IV2013112611103422";"Schor aan Durmemonding (Schelde)";"TOT";"99"
"IV2013112611191782";"Schor aan Durmemonding (Schelde)";"BH";"4"
"IV2013112611191782";"Schor aan Durmemonding (Schelde)";"KH";"80"
"IV2013112611191782";"Schor aan Durmemonding (Schelde)";"SH";"35"
"IV2013112611191782";"Schor aan Durmemonding (Schelde)";"STR";"90"
"IV2013112611191782";"Schor aan Durmemonding (Schelde)";"TOT";"100"
"IV2013112611250722";"Schor aan Durmemonding (Schelde)";"BH";"45"
"IV2013112611250722";"Schor aan Durmemonding (Schelde)";"KH";"75"
"IV2013112611250722";"Schor aan Durmemonding (Schelde)";"SH";"5"
"IV2013112611250722";"Schor aan Durmemonding (Schelde)";"STR";"60"
"IV2013112611250722";"Schor aan Durmemonding (Schelde)";"TOT";"95"
"IV2013112611275829";"Rietsnijderij (Durme)";"KH";"95"
"IV2013112611275829";"Rietsnijderij (Durme)";"STR";"70"
"IV2013112611275829";"Rietsnijderij (Durme)";"TOT";"99"
"IV2013112611341089";"t Stort bij Weert (Schelde)";"KH";"95"
"IV2013112611341089";"t Stort bij Weert (Schelde)";"SH";"4"
"IV2013112611341089";"t Stort bij Weert (Schelde)";"STR";"70"
"IV2013112611341089";"t Stort bij Weert (Schelde)";"TOT";"95"
"IV2013112611393012";"t Stort bij Weert (Schelde)";"KH";"90"
"IV2013112611393012";"t Stort bij Weert (Schelde)";"SH";"12"
"IV2013112611393012";"t Stort bij Weert (Schelde)";"STR";"40"
"IV2013112611393012";"t Stort bij Weert (Schelde)";"TOT";"95"
"IV2013112611425997";"t Stort bij Weert (Schelde)";"KH";"95"
"IV2013112611425997";"t Stort bij Weert (Schelde)";"SH";"20"
"IV2013112611425997";"t Stort bij Weert (Schelde)";"STR";"70"
"IV2013112611425997";"t Stort bij Weert (Schelde)";"TOT";"100"
"IV2013112611500028";"t Stort bij Weert (Schelde)";"KH";"55"
"IV2013112611500028";"t Stort bij Weert (Schelde)";"SH";"70"
"IV2013112611500028";"t Stort bij Weert (Schelde)";"STR";"90"
"IV2013112611500028";"t Stort bij Weert (Schelde)";"TOT";"99"
"IV2013112612101728";"t Stort bij Weert (Schelde)";"AL";"1"
"IV2013112612101728";"t Stort bij Weert (Schelde)";"KH";"90"
"IV2013112612101728";"t Stort bij Weert (Schelde)";"MO";"1"
"IV2013112612101728";"t Stort bij Weert (Schelde)";"SH";"55"
"IV2013112612101728";"t Stort bij Weert (Schelde)";"STR";"75"
"IV2013112612101728";"t Stort bij Weert (Schelde)";"TOT";"100"
"IV2013112612143161";"Temsebrug (Schelde)";"BH";"1"
"IV2013112612143161";"Temsebrug (Schelde)";"KH";"85"
"IV2013112612143161";"Temsebrug (Schelde)";"SH";"2"
"IV2013112612143161";"Temsebrug (Schelde)";"STR";"10"
"IV2013112612143161";"Temsebrug (Schelde)";"TOT";"95"
"IV2013112612190184";"Temsebrug (Schelde)";"KH";"1"
"IV2013112612190184";"Temsebrug (Schelde)";"MO";"1"
"IV2013112612190184";"Temsebrug (Schelde)";"SH";"65"
"IV2013112612190184";"Temsebrug (Schelde)";"STR";"40"
"IV2013112613395719";"Schor bij Branst (Schelde)";"KH";"60"
"IV2013112613395719";"Schor bij Branst (Schelde)";"SH";"50"
"IV2013112613395719";"Schor bij Branst (Schelde)";"STR";"90"
"IV2013112613395719";"Schor bij Branst (Schelde)";"TOT";"100"
"IV2013112613444646";"Schor bij Branst (Schelde)";"KH";"99"
"IV2013112613444646";"Schor bij Branst (Schelde)";"STR";"90"
"IV2013112613444646";"Schor bij Branst (Schelde)";"TOT";"100"
"IV2013112613475490";"Schor bij Branst (Schelde)";"BH";"60"
"IV2013112613475490";"Schor bij Branst (Schelde)";"KH";"65"
"IV2013112613475490";"Schor bij Branst (Schelde)";"MO";"1"
"IV2013112613475490";"Schor bij Branst (Schelde)";"SH";"5"
"IV2013112613475490";"Schor bij Branst (Schelde)";"STR";"60"
"IV2013112613475490";"Schor bij Branst (Schelde)";"TOT";"99"
"IV2013112613564882";"Schor bij Branst (Schelde)";"AL";"1"
"IV2013112613564882";"Schor bij Branst (Schelde)";"KH";"20"
"IV2013112613564882";"Schor bij Branst (Schelde)";"MO";"1"
"IV2013112613564882";"Schor bij Branst (Schelde)";"SH";"6"
"IV2013112613564882";"Schor bij Branst (Schelde)";"STR";"60"
"IV2013112613564882";"Schor bij Branst (Schelde)";"TOT";"99"
"IV2013112614015766";"Schor bij Branst (Schelde)";"KH";"50"
"IV2013112614015766";"Schor bij Branst (Schelde)";"MO";"1"
"IV2013112614015766";"Schor bij Branst (Schelde)";"SH";"60"
"IV2013112614015766";"Schor bij Branst (Schelde)";"STR";"70"
"IV2013112614015766";"Schor bij Branst (Schelde)";"TOT";"99"
"IV2013112614073039";"Schor bij Branst (Schelde)";"KH";"75"
"IV2013112614073039";"Schor bij Branst (Schelde)";"SH";"15"
"IV2013112614073039";"Schor bij Branst (Schelde)";"STR";"50"
"IV2013112614073039";"Schor bij Branst (Schelde)";"TOT";"95"
"IV2013112614213417";"Schor bij Branst (Schelde)";"KH";"100"
"IV2013112614213417";"Schor bij Branst (Schelde)";"SH";"4"
"IV2013112614213417";"Schor bij Branst (Schelde)";"STR";"60"
"IV2013112614213417";"Schor bij Branst (Schelde)";"TOT";"95"
"IV2013112614272393";"Schor bij Branst (Schelde)";"KH";"90"
"IV2013112614272393";"Schor bij Branst (Schelde)";"STR";"60"
"IV2013112614272393";"Schor bij Branst (Schelde)";"TOT";"95"
"IV2013112614303559";"Schor bij Branst (Schelde)";"BH";"15"
"IV2013112614303559";"Schor bij Branst (Schelde)";"KH";"95"
"IV2013112614303559";"Schor bij Branst (Schelde)";"STR";"60"
"IV2013112614303559";"Schor bij Branst (Schelde)";"TOT";"99"
"IV2013112614402687";"Schor van Mariekerke (Schelde)";"BH";"50"
"IV2013112614402687";"Schor van Mariekerke (Schelde)";"KH";"50"
"IV2013112614402687";"Schor van Mariekerke (Schelde)";"STR";"30"
"IV2013112614402687";"Schor van Mariekerke (Schelde)";"TOT";"99"
"IV2013112614581682";"Schor van Mariekerke (Schelde)";"BH";"1"
"IV2013112614581682";"Schor van Mariekerke (Schelde)";"KH";"80"
"IV2013112614581682";"Schor van Mariekerke (Schelde)";"STR";"30"
"IV2013112614581682";"Schor van Mariekerke (Schelde)";"TOT";"90"
"IV2013112615285945";"Schor van Mariekerke (Schelde)";"AL";"1"
"IV2013112615285945";"Schor van Mariekerke (Schelde)";"KH";"50"
"IV2013112615285945";"Schor van Mariekerke (Schelde)";"MO";"1"
"IV2013112615285945";"Schor van Mariekerke (Schelde)";"SH";"65"
"IV2013112615285945";"Schor van Mariekerke (Schelde)";"STR";"30"
"IV2013112615285945";"Schor van Mariekerke (Schelde)";"TOT";"95"
"IV2013112615371071";"Schor van Mariekerke (Schelde)";"KH";"65"
"IV2013112615371071";"Schor van Mariekerke (Schelde)";"MO";"5"
"IV2013112615371071";"Schor van Mariekerke (Schelde)";"SH";"65"
"IV2013112615371071";"Schor van Mariekerke (Schelde)";"STR";"30"
"IV2013112615371071";"Schor van Mariekerke (Schelde)";"TOT";"99"
"IV2013112615405050";"Notelaar (Schelde)";"KH";"99"
"IV2013112615405050";"Notelaar (Schelde)";"STR";"75"
"IV2013112615405050";"Notelaar (Schelde)";"TOT";"100"
"IV2013112615435258";"Notelaar (Schelde)";"BH";"2"
"IV2013112615435258";"Notelaar (Schelde)";"KH";"95"
"IV2013112615435258";"Notelaar (Schelde)";"STR";"10"
"IV2013112615435258";"Notelaar (Schelde)";"TOT";"99"
"IV2013112615470467";"Notelaar (Schelde)";"KH";"100"
"IV2013112615470467";"Notelaar (Schelde)";"MO";"1"
"IV2013112615470467";"Notelaar (Schelde)";"STR";"20"
"IV2013112615470467";"Notelaar (Schelde)";"TOT";"100"
"IV2013112615501425";"Notelaar (Schelde)";"KH";"100"
"IV2013112615501425";"Notelaar (Schelde)";"STR";"80"
"IV2013112615501425";"Notelaar (Schelde)";"TOT";"100"
"IV2013112615563116";"Notelaar (Schelde)";"AL";"1"
"IV2013112615563116";"Notelaar (Schelde)";"BH";"40"
"IV2013112615563116";"Notelaar (Schelde)";"KH";"75"
"IV2013112615563116";"Notelaar (Schelde)";"SH";"5"
"IV2013112615563116";"Notelaar (Schelde)";"STR";"60"
"IV2013112615563116";"Notelaar (Schelde)";"TOT";"99"
"IV2013112616044360";"Notelaar (Schelde)";"AL";"1"
"IV2013112616044360";"Notelaar (Schelde)";"BH";"15"
"IV2013112616044360";"Notelaar (Schelde)";"KH";"55"
"IV2013112616044360";"Notelaar (Schelde)";"MO";"1"
"IV2013112616044360";"Notelaar (Schelde)";"SH";"35"
"IV2013112616044360";"Notelaar (Schelde)";"STR";"60"
"IV2013112616044360";"Notelaar (Schelde)";"TOT";"99"
"IV2013112616175459";"Notelaar (Schelde)";"AL";"2"
"IV2013112616175459";"Notelaar (Schelde)";"BH";"15"
"IV2013112616175459";"Notelaar (Schelde)";"KH";"60"
"IV2013112616175459";"Notelaar (Schelde)";"MO";"1"
"IV2013112616175459";"Notelaar (Schelde)";"SH";"65"
"IV2013112616175459";"Notelaar (Schelde)";"STR";"30"
"IV2013112616175459";"Notelaar (Schelde)";"TOT";"99"
"IV2013112616275443";"Notelaar (Schelde)";"AL";"2"
"IV2013112616275443";"Notelaar (Schelde)";"BH";"40"
"IV2013112616275443";"Notelaar (Schelde)";"KH";"90"
"IV2013112616275443";"Notelaar (Schelde)";"MO";"1"
"IV2013112616275443";"Notelaar (Schelde)";"SH";"5"
"IV2013112616275443";"Notelaar (Schelde)";"STR";"40"
"IV2013112616275443";"Notelaar (Schelde)";"TOT";"99"
"IV2013112616312688";"Notelaar (Schelde)";"KH";"95"
"IV2013112616312688";"Notelaar (Schelde)";"STR";"80"
"IV2013112616312688";"Notelaar (Schelde)";"TOT";"100"
"IV2013112616363447";"Notelaar (Schelde)";"KH";"95"
"IV2013112616363447";"Notelaar (Schelde)";"SH";"2"
"IV2013112616363447";"Notelaar (Schelde)";"STR";"60"
"IV2013112616363447";"Notelaar (Schelde)";"TOT";"100"
"IV2013112616434309";"Notelaar (Schelde)";"KH";"95"
"IV2013112616434309";"Notelaar (Schelde)";"STR";"60"
"IV2013112616434309";"Notelaar (Schelde)";"TOT";"99"
"IV2013112709375054";"Notelaar (Schelde)";"KH";"95"
"IV2013112709375054";"Notelaar (Schelde)";"STR";"60"
"IV2013112709375054";"Notelaar (Schelde)";"TOT";"99"
"IV2013112709543246";"Notelaar (Schelde)";"AL";"1"
"IV2013112709543246";"Notelaar (Schelde)";"BH";"60"
"IV2013112709543246";"Notelaar (Schelde)";"KH";"80"
"IV2013112709543246";"Notelaar (Schelde)";"MO";"5"
"IV2013112709543246";"Notelaar (Schelde)";"SH";"6"
"IV2013112709543246";"Notelaar (Schelde)";"STR";"50"
"IV2013112709543246";"Notelaar (Schelde)";"TOT";"95"
"IV2013112710155983";"Notelaar (Schelde)";"AL";"1"
"IV2013112710155983";"Notelaar (Schelde)";"KH";"90"
"IV2013112710155983";"Notelaar (Schelde)";"MO";"2"
"IV2013112710155983";"Notelaar (Schelde)";"SH";"30"
"IV2013112710155983";"Notelaar (Schelde)";"STR";"70"
"IV2013112710155983";"Notelaar (Schelde)";"TOT";"99"
"IV2013112710235801";"Notelaar (Schelde)";"KH";"25"
"IV2013112710235801";"Notelaar (Schelde)";"MO";"2"
"IV2013112710235801";"Notelaar (Schelde)";"SH";"65"
"IV2013112710235801";"Notelaar (Schelde)";"STR";"70"
"IV2013112710235801";"Notelaar (Schelde)";"TOT";"99"
"IV2013112710275738";"Notelaar (Schelde)";"KH";"95"
"IV2013112710275738";"Notelaar (Schelde)";"STR";"50"
"IV2013112710275738";"Notelaar (Schelde)";"TOT";"100"
"IV2013112710315313";"KBR schor ten Z van Kallebeek (Schelde)";"KH";"90"
"IV2013112710315313";"KBR schor ten Z van Kallebeek (Schelde)";"STR";"80"
"IV2013112710315313";"KBR schor ten Z van Kallebeek (Schelde)";"TOT";"98"
"IV2013112710354150";"KBR schor ten Z van Kallebeek (Schelde)";"KH";"85"
"IV2013112710354150";"KBR schor ten Z van Kallebeek (Schelde)";"SH";"30"
"IV2013112710354150";"KBR schor ten Z van Kallebeek (Schelde)";"STR";"80"
"IV2013112710354150";"KBR schor ten Z van Kallebeek (Schelde)";"TOT";"99"
"IV2013112710392628";"KBR schor ten Z van Kallebeek (Schelde)";"KH";"90"
"IV2013112710392628";"KBR schor ten Z van Kallebeek (Schelde)";"STR";"30"
"IV2013112710392628";"KBR schor ten Z van Kallebeek (Schelde)";"TOT";"99"
"IV2013112710450901";"KBR schor ten Z van Kallebeek (Schelde)";"KH";"50"
"IV2013112710450901";"KBR schor ten Z van Kallebeek (Schelde)";"MO";"1"
"IV2013112710450901";"KBR schor ten Z van Kallebeek (Schelde)";"SH";"60"
"IV2013112710450901";"KBR schor ten Z van Kallebeek (Schelde)";"STR";"50"
"IV2013112710450901";"KBR schor ten Z van Kallebeek (Schelde)";"TOT";"99"
"IV2013112711164443";"KBR schor ten Z van Kallebeek (Schelde)";"KH";"90"
"IV2013112711164443";"KBR schor ten Z van Kallebeek (Schelde)";"STR";"70"
"IV2013112711164443";"KBR schor ten Z van Kallebeek (Schelde)";"TOT";"95"
"IV2013112711223774";"Kijkverdriet (Schelde)";"BH";"2"
"IV2013112711223774";"Kijkverdriet (Schelde)";"KH";"95"
"IV2013112711223774";"Kijkverdriet (Schelde)";"SH";"1"
"IV2013112711223774";"Kijkverdriet (Schelde)";"STR";"30"
"IV2013112711223774";"Kijkverdriet (Schelde)";"TOT";"100"
"IV2013112711253147";"Kijkverdriet (Schelde)";"KH";"99"
"IV2013112711253147";"Kijkverdriet (Schelde)";"STR";"30"
"IV2013112711253147";"Kijkverdriet (Schelde)";"TOT";"100"
"IV2013112711302429";"Kijkverdriet (Schelde)";"AL";"1"
"IV2013112711302429";"Kijkverdriet (Schelde)";"BH";"30"
"IV2013112711302429";"Kijkverdriet (Schelde)";"KH";"40"
"IV2013112711302429";"Kijkverdriet (Schelde)";"SH";"40"
"IV2013112711302429";"Kijkverdriet (Schelde)";"STR";"40"
"IV2013112711302429";"Kijkverdriet (Schelde)";"TOT";"95"
"IV2013112711363764";"Kijkverdriet (Schelde)";"AL";"1"
"IV2013112711363764";"Kijkverdriet (Schelde)";"KH";"15"
"IV2013112711363764";"Kijkverdriet (Schelde)";"MO";"1"
"IV2013112711363764";"Kijkverdriet (Schelde)";"SH";"30"
"IV2013112711363764";"Kijkverdriet (Schelde)";"STR";"60"
"IV2013112711363764";"Kijkverdriet (Schelde)";"TOT";"95"
"IV2013112711401629";"KBR schor ten Z van Kallebeek (Schelde)";"KH";"99"
"IV2013112711401629";"KBR schor ten Z van Kallebeek (Schelde)";"STR";"80"
"IV2013112711401629";"KBR schor ten Z van Kallebeek (Schelde)";"TOT";"100"
"IV2013112711431776";"KBR schor ten Z van Kallebeek (Schelde)";"AL";"1"
"IV2013112711431776";"KBR schor ten Z van Kallebeek (Schelde)";"KH";"90"
"IV2013112711431776";"KBR schor ten Z van Kallebeek (Schelde)";"STR";"70"
"IV2013112711431776";"KBR schor ten Z van Kallebeek (Schelde)";"TOT";"100"
"IV2013112711470531";"KBR schor ten Z van Kallebeek (Schelde)";"KH";"95"
"IV2013112711470531";"KBR schor ten Z van Kallebeek (Schelde)";"STR";"80"
"IV2013112711470531";"KBR schor ten Z van Kallebeek (Schelde)";"TOT";"99"
"IV2013112711495206";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"KH";"100"
"IV2013112711495206";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"STR";"80"
"IV2013112711495206";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"TOT";"100"
"IV2013112711524267";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"KH";"100"
"IV2013112711524267";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"STR";"80"
"IV2013112711524267";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"TOT";"100"
"IV2013112711560567";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"KH";"99"
"IV2013112711560567";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"SH";"2"
"IV2013112711560567";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"STR";"70"
"IV2013112711560567";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"TOT";"100"
"IV2013112711590375";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"KH";"99"
"IV2013112711590375";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"STR";"80"
"IV2013112711590375";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"TOT";"100"
"IV2013112712015253";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"KH";"99"
"IV2013112712015253";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"STR";"50"
"IV2013112712015253";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"TOT";"100"
"IV2013112712071867";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"AL";"1"
"IV2013112712071867";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"KH";"99"
"IV2013112712071867";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"SH";"1"
"IV2013112712071867";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"STR";"70"
"IV2013112712071867";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"TOT";"100"
"IV2013112712145634";"KBR schor ten Z van Kallebeek (Schelde)";"KH";"95"
"IV2013112712145634";"KBR schor ten Z van Kallebeek (Schelde)";"STR";"7"
"IV2013112712145634";"KBR schor ten Z van Kallebeek (Schelde)";"TOT";"100"
"IV2013112712184505";"KBR schor ten Z van Kallebeek (Schelde)";"BH";"20"
"IV2013112712184505";"KBR schor ten Z van Kallebeek (Schelde)";"KH";"85"
"IV2013112712184505";"KBR schor ten Z van Kallebeek (Schelde)";"SH";"1"
"IV2013112712184505";"KBR schor ten Z van Kallebeek (Schelde)";"STR";"70"
"IV2013112712184505";"KBR schor ten Z van Kallebeek (Schelde)";"TOT";"99"
"IV2013112714174816";"KBR schor ten N van Barbierbeek (Schelde)";"KH";"99"
"IV2013112714174816";"KBR schor ten N van Barbierbeek (Schelde)";"TOT";"100"
"IV2013112714210149";"KBR schor ten N van Barbierbeek (Schelde)";"KH";"95"
"IV2013112714210149";"KBR schor ten N van Barbierbeek (Schelde)";"STR";"80"
"IV2013112714210149";"KBR schor ten N van Barbierbeek (Schelde)";"TOT";"100"
"IV2013112714241387";"KBR schor ten N van Barbierbeek (Schelde)";"KH";"100"
"IV2013112714241387";"KBR schor ten N van Barbierbeek (Schelde)";"STR";"70"
"IV2013112714241387";"KBR schor ten N van Barbierbeek (Schelde)";"TOT";"100"
"IV2013112714303640";"KBR schor ten N van Barbierbeek (Schelde)";"BH";"5"
"IV2013112714303640";"KBR schor ten N van Barbierbeek (Schelde)";"KH";"95"
"IV2013112714303640";"KBR schor ten N van Barbierbeek (Schelde)";"STR";"80"
"IV2013112714303640";"KBR schor ten N van Barbierbeek (Schelde)";"TOT";"100"
